inspectie_id,product_type,productielijn,lijnsnelheid_per_min,oppervlakte_px,omtrek_px,circulariteit,aspectverhouding,compactheid,gem_intensiteit,std_intensiteit,kleuruniformiteit,contrast,correlatie,energie,homogeniteit,randdichtheid,ruwheid,aantal_contouren,confidence_score,defect_type,goedgekeurd
VIS-002582,vial,Lijn_1,205,15687,461.8,0.932,1.022,0.822,170.6,11.1,0.91,5.54,0.948,0.266,0.766,0.162,0.0448,2,0.946,geen,1
VIS-002583,tablet,Lijn_2,295,7844,305.1,1.045,1.01,0.867,159.5,10.4,0.903,4.59,0.891,0.35,0.765,0.124,0.0317,3,0.948,geen,1
VIS-002584,vial,Lijn_1,195,15235,449.0,0.919,1.037,0.878,135.9,25.5,0.701,4.9,0.777,0.29,0.791,0.173,0.0213,1,0.192,verkleuring,0
VIS-002585,vial,Lijn_3,152,14966,416.3,1.069,1.024,0.83,202.4,9.8,0.907,11.74,0.81,0.331,0.87,0.118,0.0605,3,0.963,geen,1
VIS-002586,vial,Lijn_3,157,14943,443.9,0.979,0.973,0.85,166.6,9.8,0.894,11.4,0.856,0.235,0.762,0.14,0.078,3,0.822,geen,1
VIS-002587,tablet,Lijn_2,298,7995,307.4,1.023,1.011,0.88,150.2,14.8,0.931,9.41,0.888,0.301,0.752,0.182,0.0457,2,0.952,geen,1
VIS-002588,vial,Lijn_1,196,14568,454.8,0.881,1.045,0.831,172.0,13.0,0.924,10.56,0.902,0.271,0.807,0.175,0.0409,1,0.698,geen,1
VIS-002589,capsule,Lijn_1,203,5951,285.7,0.836,1.028,0.844,189.3,16.1,0.936,5.83,0.779,0.19,0.756,0.316,0.099,9,0.43,barst,0
VIS-002590,capsule,Lijn_3,151,5924,266.7,1.031,1.016,0.904,185.2,9.5,0.899,3.43,0.905,0.285,0.851,0.146,0.0497,2,0.645,geen,1
VIS-002591,capsule,Lijn_3,158,5970,264.3,1.072,0.981,0.847,165.8,15.7,0.912,4.82,0.877,0.391,0.798,0.142,0.0633,3,0.9,geen,1
VIS-002592,tablet,Lijn_3,144,7795,310.3,1.014,0.915,0.823,160.8,7.6,0.901,10.61,0.838,0.38,0.786,0.188,0.042,1,0.708,geen,1
VIS-002593,vial,Lijn_1,190,14681,425.9,1.02,0.977,0.879,176.3,13.1,0.881,6.38,0.865,0.287,0.852,0.166,0.0591,1,0.804,geen,1
VIS-002594,vial,Lijn_3,149,15286,442.4,1.004,0.995,0.877,160.5,5.4,0.905,8.54,0.881,0.295,0.663,0.137,0.0432,1,0.753,geen,1
VIS-002595,vial,Lijn_1,193,13037,454.8,0.921,1.022,0.852,161.6,9.5,0.893,4.91,0.844,0.262,0.723,0.146,0.0628,3,0.318,vulniveau,0
VIS-002596,vial,Lijn_3,155,15272,446.9,1.006,1.011,0.807,201.1,8.7,0.942,2.63,0.867,0.188,0.767,0.101,0.0468,0,0.618,geen,1
VIS-002597,vial,Lijn_1,209,15655,443.5,0.952,1.015,0.837,175.5,9.9,0.932,4.33,0.877,0.298,0.837,0.173,0.0567,0,0.936,geen,1
VIS-002598,capsule,Lijn_2,301,6072,266.8,1.055,0.994,0.841,177.0,10.6,0.9,4.21,0.804,0.257,0.783,0.166,0.0738,3,0.589,geen,1
VIS-002599,vial,Lijn_3,141,13984,407.7,0.903,1.059,0.766,168.3,13.8,0.955,21.02,0.773,0.326,0.798,0.17,0.0492,5,0.271,vormafwijking,0
VIS-002600,capsule,Lijn_1,190,6075,292.7,0.906,0.959,0.854,171.5,13.4,0.905,2.38,0.904,0.354,0.782,0.157,0.0453,4,0.581,geen,1
VIS-002601,vial,Lijn_2,294,15225,426.1,1.066,0.987,0.852,168.5,9.3,0.922,3.38,0.733,0.338,0.832,0.109,0.0518,2,0.863,geen,1
VIS-002602,vial,Lijn_3,145,14401,413.5,1.036,1.032,0.854,184.3,6.7,0.963,21.05,0.773,0.225,0.712,0.167,0.0387,4,0.768,geen,1
VIS-002603,capsule,Lijn_2,293,6147,283.9,0.957,1.004,0.831,178.9,11.1,0.931,7.26,0.823,0.308,0.86,0.156,0.0599,4,0.783,geen,1
VIS-002604,vial,Lijn_2,295,14915,420.0,1.037,0.967,0.913,163.3,16.3,0.886,6.4,0.872,0.366,0.806,0.212,0.0561,1,0.626,geen,1
VIS-002605,vial,Lijn_3,153,14725,444.4,0.944,0.974,0.846,173.2,8.7,0.912,4.59,0.845,0.317,0.827,0.137,0.0639,4,0.871,geen,1
VIS-002606,vial,Lijn_2,306,14941,423.9,1.051,0.992,0.84,196.4,13.6,0.933,4.49,0.803,0.287,0.75,0.174,0.0365,1,0.499,geen,1
VIS-002607,capsule,Lijn_2,294,6135,289.0,0.933,1.041,0.848,178.9,15.1,0.91,3.62,0.769,0.367,0.745,0.159,0.0503,1,0.82,geen,1
VIS-002608,tablet,Lijn_2,292,8359,321.0,0.961,1.017,0.871,190.6,7.5,0.887,2.79,0.835,0.272,0.773,0.208,0.0719,0,0.656,geen,1
VIS-002609,vial,Lijn_2,304,14455,420.5,1.032,1.043,0.854,189.5,12.8,0.93,4.7,0.857,0.354,0.832,0.155,0.0485,3,0.59,geen,1
VIS-002610,vial,Lijn_3,154,12951,439.1,0.962,0.987,0.865,159.7,10.6,0.956,6.86,0.8,0.317,0.808,0.193,0.0461,4,0.09,vulniveau,0
VIS-002611,capsule,Lijn_2,307,6032,268.7,1.086,1.021,0.812,210.4,12.8,0.882,8.27,0.811,0.27,0.867,0.2,0.0251,3,0.855,geen,1
VIS-002612,vial,Lijn_2,306,14466,420.5,1.03,0.989,0.807,170.4,8.5,0.959,2.98,0.829,0.261,0.725,0.17,0.0457,1,0.814,geen,1
VIS-002613,capsule,Lijn_2,304,6243,299.7,0.863,0.964,0.895,153.4,4.9,0.874,7.73,0.839,0.283,0.823,0.111,0.046,2,0.783,geen,1
VIS-002614,capsule,Lijn_2,297,6177,287.7,0.954,1.013,0.813,199.4,14.4,0.952,5.64,0.872,0.271,0.775,0.138,0.0573,1,0.916,geen,1
VIS-002615,vial,Lijn_3,152,15123,461.8,0.891,1.003,0.851,165.1,8.9,0.933,12.62,0.864,0.376,0.787,0.197,0.0323,1,0.729,geen,1
VIS-002616,vial,Lijn_3,156,14514,427.9,0.988,0.981,0.78,178.8,9.9,0.889,5.26,0.819,0.258,0.849,0.145,0.0726,3,0.791,geen,1
VIS-002617,vial,Lijn_3,140,14769,454.3,0.876,1.024,0.9,188.0,14.9,0.896,5.59,0.901,0.322,0.665,0.079,0.0548,3,0.848,geen,1
VIS-002618,vial,Lijn_1,205,15077,430.4,1.04,1.04,0.824,169.4,10.8,0.973,12.54,0.909,0.37,0.784,0.195,0.0374,1,0.329,kras,0
VIS-002619,capsule,Lijn_2,292,6251,281.0,0.973,0.996,0.821,168.6,13.8,0.908,4.9,0.882,0.276,0.81,0.125,0.0574,4,0.765,geen,1
VIS-002620,tablet,Lijn_3,159,7528,315.2,0.944,1.009,0.844,171.7,13.0,0.901,3.04,0.734,0.259,0.77,0.127,0.0647,1,0.978,geen,1
VIS-002621,vial,Lijn_3,152,14831,445.7,0.947,1.002,0.811,160.1,14.1,0.966,6.76,0.982,0.325,0.799,0.163,0.0434,3,0.941,geen,1
VIS-002622,vial,Lijn_2,305,15263,435.1,1.015,0.977,0.813,188.3,11.1,0.949,6.46,0.846,0.3,0.797,0.133,0.0469,2,0.949,geen,1
VIS-002623,capsule,Lijn_1,195,6177,291.0,0.91,0.948,0.889,187.4,17.4,0.912,4.04,0.878,0.314,0.816,0.146,0.0448,2,0.765,geen,1
VIS-002624,tablet,Lijn_2,290,8209,344.1,0.885,1.038,0.88,187.5,9.4,0.943,3.85,0.763,0.222,0.852,0.166,0.0443,0,0.624,geen,1
VIS-002625,tablet,Lijn_3,150,7609,327.8,0.9,0.988,0.869,217.4,12.6,0.895,2.36,0.817,0.252,0.792,0.142,0.0414,0,0.767,geen,1
VIS-002626,capsule,Lijn_3,158,6292,290.9,0.941,1.027,0.873,160.1,12.6,0.949,7.77,0.839,0.331,0.801,0.177,0.0437,0,0.797,geen,1
VIS-002627,capsule,Lijn_2,303,6523,295.7,0.913,1.011,0.805,177.2,11.6,0.971,3.17,0.734,0.303,0.795,0.153,0.0473,1,0.92,geen,1
VIS-002628,vial,Lijn_2,309,15159,461.8,0.913,1.055,0.836,198.9,12.0,0.945,5.08,0.772,0.273,0.821,0.103,0.0572,2,0.84,geen,1
VIS-002629,vial,Lijn_1,202,14751,460.5,0.851,1.019,0.864,195.4,13.3,0.924,5.7,0.854,0.249,0.726,0.13,0.0601,1,0.87,geen,1
VIS-002630,tablet,Lijn_2,304,8277,309.5,1.068,1.0,0.885,208.9,14.5,0.871,17.92,0.764,0.171,0.757,0.104,0.0556,3,0.883,geen,1
VIS-002631,vial,Lijn_1,194,15986,454.5,0.971,1.004,0.863,165.9,13.9,0.856,14.0,0.811,0.367,0.841,0.176,0.0461,2,0.881,geen,1
VIS-002632,tablet,Lijn_2,294,7930,322.1,0.94,1.012,0.88,188.2,6.6,0.908,3.22,0.836,0.257,0.762,0.131,0.0469,1,0.771,geen,1
VIS-002633,vial,Lijn_2,296,14776,461.7,0.867,0.96,0.865,134.8,17.5,0.959,4.13,0.888,0.301,0.838,0.141,0.0558,2,0.891,geen,1
VIS-002634,capsule,Lijn_3,144,6155,285.9,0.94,0.948,0.828,174.3,15.9,0.892,4.21,0.884,0.309,0.83,0.156,0.0577,2,0.945,geen,1
VIS-002635,vial,Lijn_2,308,14750,450.3,0.928,0.996,0.89,192.5,9.2,0.949,4.05,0.903,0.188,0.789,0.13,0.0417,1,0.675,geen,1
VIS-002636,tablet,Lijn_1,205,8097,339.1,0.884,1.016,0.805,165.4,11.9,0.918,12.19,0.835,0.32,0.778,0.144,0.0544,3,0.932,geen,1
VIS-002637,tablet,Lijn_2,298,8234,337.5,0.898,0.989,0.798,188.7,14.6,0.899,11.92,0.893,0.31,0.769,0.094,0.0617,1,0.727,geen,1
VIS-002638,capsule,Lijn_3,146,5920,265.2,1.058,0.991,0.826,203.9,14.2,0.947,14.98,0.83,0.304,0.762,0.123,0.0505,4,0.072,deeltje,0
VIS-002639,tablet,Lijn_1,199,7719,302.8,1.073,0.997,0.846,195.7,17.3,0.915,5.22,0.809,0.266,0.844,0.117,0.0452,1,0.805,geen,1
VIS-002640,vial,Lijn_1,195,15152,446.7,0.941,0.999,0.848,193.0,7.0,0.911,3.38,0.896,0.285,0.838,0.19,0.064,2,0.914,geen,1
VIS-002641,vial,Lijn_1,200,14941,445.5,0.983,1.003,0.82,128.9,4.2,0.887,6.88,0.825,0.368,0.841,0.182,0.037,2,0.883,geen,1
VIS-002642,tablet,Lijn_3,145,7874,309.2,1.052,1.02,0.797,205.1,13.1,0.935,8.08,0.857,0.268,0.864,0.185,0.0514,1,0.897,geen,1
VIS-002643,vial,Lijn_1,199,14419,416.3,1.057,0.977,0.773,190.8,13.4,0.885,16.09,0.832,0.22,0.781,0.173,0.0314,2,0.826,geen,1
VIS-002644,tablet,Lijn_2,309,7998,308.3,1.035,1.011,0.923,192.2,16.3,0.909,6.74,0.834,0.27,0.767,0.161,0.0572,1,0.735,geen,1
VIS-002645,vial,Lijn_1,196,15647,441.2,1.01,1.02,0.794,154.3,16.6,0.922,4.85,0.851,0.29,0.825,0.152,0.0518,1,0.926,geen,1
VIS-002646,tablet,Lijn_2,309,7493,322.6,0.887,0.986,0.805,194.9,16.5,0.952,17.27,0.775,0.259,0.799,0.172,0.0601,4,0.81,geen,1
VIS-002647,vial,Lijn_2,303,15825,440.4,1.057,0.959,0.856,210.0,11.6,0.954,2.53,0.904,0.251,0.708,0.136,0.0419,2,0.854,geen,1
VIS-002648,vial,Lijn_2,309,15330,445.7,0.962,0.953,0.823,186.6,12.9,0.901,7.59,0.861,0.3,0.783,0.181,0.0547,2,0.751,geen,1
VIS-002649,vial,Lijn_3,158,15498,432.6,1.041,1.033,0.842,184.9,13.5,0.92,3.79,0.835,0.371,0.822,0.128,0.0562,0,0.858,geen,1
VIS-002650,capsule,Lijn_3,146,5894,276.8,0.997,1.005,0.872,162.6,24.3,0.69,3.32,0.958,0.382,0.746,0.165,0.054,1,0.354,verkleuring,0
VIS-002651,vial,Lijn_1,200,14721,420.7,1.047,1.029,0.885,173.3,11.1,0.89,4.12,0.837,0.327,0.835,0.15,0.0275,3,0.756,geen,1
VIS-002652,capsule,Lijn_2,296,5759,280.6,0.923,1.008,0.854,187.3,12.5,0.852,2.42,0.829,0.253,0.826,0.11,0.0465,0,0.843,geen,1
VIS-002653,vial,Lijn_3,151,14506,415.3,1.075,1.041,0.86,168.8,4.3,0.923,4.72,0.906,0.259,0.758,0.12,0.0423,4,0.764,geen,1
VIS-002654,tablet,Lijn_3,140,8151,307.5,1.097,0.976,0.846,183.4,10.9,0.901,15.38,0.83,0.289,0.806,0.177,0.0469,1,0.828,geen,1
VIS-002655,vial,Lijn_3,155,14608,446.4,0.933,0.991,0.858,195.9,15.0,0.873,4.75,0.778,0.306,0.807,0.117,0.0572,2,0.737,geen,1
VIS-002656,vial,Lijn_2,304,15084,459.6,0.863,0.967,0.909,196.9,14.5,0.874,10.24,0.873,0.296,0.815,0.169,0.04,1,0.648,geen,1
VIS-002657,capsule,Lijn_2,301,6269,279.2,0.976,1.071,0.857,206.0,10.9,0.909,2.02,0.909,0.252,0.791,0.218,0.0508,1,0.654,geen,1
VIS-002658,vial,Lijn_3,158,13447,454.9,0.858,0.993,0.803,199.5,14.4,0.935,6.26,0.795,0.261,0.799,0.161,0.0628,2,0.322,vulniveau,0
VIS-002659,vial,Lijn_1,190,14594,451.6,0.899,1.012,0.839,159.1,11.9,0.904,6.51,0.822,0.337,0.843,0.185,0.0568,3,0.906,geen,1
VIS-002660,tablet,Lijn_3,141,8165,324.1,0.997,0.998,0.84,163.8,15.1,0.86,6.84,0.873,0.267,0.808,0.135,0.0388,2,0.796,geen,1
VIS-002661,vial,Lijn_2,306,15224,440.0,0.975,0.981,0.837,171.5,7.4,0.882,2.41,0.875,0.358,0.862,0.21,0.0423,3,0.739,geen,1
VIS-002662,capsule,Lijn_2,300,6087,287.3,0.941,1.041,0.873,168.2,13.5,0.932,14.47,0.815,0.426,0.836,0.132,0.048,4,0.564,deeltje,0
VIS-002663,vial,Lijn_1,202,14985,435.8,0.906,1.01,0.843,202.8,13.5,0.93,5.14,0.945,0.273,0.805,0.297,0.1175,13,0.541,barst,0
VIS-002664,vial,Lijn_2,294,15374,454.0,0.923,0.958,0.875,198.7,14.5,0.883,5.7,0.838,0.226,0.852,0.127,0.0469,3,0.695,geen,1
VIS-002665,tablet,Lijn_2,301,7236,293.0,1.027,0.961,0.888,184.1,14.3,0.897,5.11,0.837,0.247,0.756,0.159,0.0319,1,0.794,geen,1
VIS-002666,tablet,Lijn_1,199,8782,349.7,0.898,0.958,0.837,181.0,9.8,0.952,14.48,0.829,0.365,0.83,0.181,0.0356,3,0.795,geen,1
VIS-002667,tablet,Lijn_3,157,8072,314.1,1.039,0.969,0.805,166.3,12.4,0.894,7.28,0.88,0.377,0.776,0.119,0.0486,5,0.696,geen,1
VIS-002668,vial,Lijn_1,199,15827,471.6,0.894,0.987,0.865,207.8,13.0,0.886,4.95,0.864,0.353,0.868,0.154,0.0488,0,0.829,geen,1
VIS-002669,capsule,Lijn_2,300,5660,265.6,0.955,0.996,0.805,173.5,11.2,0.937,2.07,0.811,0.365,0.808,0.187,0.0448,1,0.899,geen,1
VIS-002670,vial,Lijn_1,200,14923,424.7,1.054,0.978,0.884,178.6,13.9,0.955,7.59,0.782,0.346,0.79,0.172,0.0536,6,0.507,geen,1
VIS-002671,tablet,Lijn_3,147,7625,324.1,0.908,1.021,0.873,174.9,10.0,0.914,3.88,0.835,0.336,0.777,0.128,0.0488,1,0.817,geen,1
VIS-002672,capsule,Lijn_3,146,6401,303.1,0.883,0.973,0.883,158.2,21.7,0.748,9.74,0.817,0.291,0.746,0.117,0.0375,2,0.254,verkleuring,0
VIS-002673,capsule,Lijn_3,158,5945,270.8,1.026,1.036,0.891,186.1,11.7,0.933,6.08,0.908,0.266,0.793,0.194,0.0664,2,0.728,geen,1
VIS-002674,capsule,Lijn_3,159,6180,278.2,0.989,1.064,0.841,128.6,10.9,0.917,3.28,0.804,0.304,0.775,0.094,0.0656,0,0.752,geen,1
VIS-002675,vial,Lijn_2,304,14543,449.8,0.916,0.96,0.886,176.2,11.7,0.933,3.08,0.808,0.262,0.808,0.133,0.0369,1,0.603,geen,1
VIS-002676,vial,Lijn_2,305,15147,446.0,0.948,1.006,0.854,159.5,17.8,0.828,14.33,0.891,0.18,0.827,0.15,0.0515,2,0.287,verkleuring,0
VIS-002677,capsule,Lijn_1,198,6429,287.5,0.989,0.983,0.779,187.8,6.6,0.948,12.39,0.936,0.224,0.804,0.099,0.0532,6,0.8,geen,1
VIS-002678,tablet,Lijn_1,199,8288,313.9,1.064,1.035,0.9,170.4,13.1,0.917,4.04,0.856,0.305,0.828,0.157,0.0627,5,0.835,geen,1
VIS-002679,tablet,Lijn_2,296,7957,311.4,1.026,1.002,0.878,189.5,12.3,0.916,5.06,0.886,0.323,0.85,0.157,0.0593,6,0.861,geen,1
VIS-002680,capsule,Lijn_1,208,5849,284.6,0.916,1.009,0.878,184.7,13.7,0.911,18.75,0.829,0.349,0.841,0.136,0.0591,6,0.096,deeltje,0
VIS-002681,vial,Lijn_3,150,15160,441.5,0.939,0.992,0.813,183.9,15.5,0.888,11.04,0.906,0.33,0.791,0.182,0.0309,2,0.914,geen,1
VIS-002682,vial,Lijn_3,153,14360,435.1,0.934,0.997,0.872,182.3,13.0,0.922,14.87,0.941,0.259,0.747,0.155,0.0523,5,0.926,geen,1
VIS-002683,tablet,Lijn_1,199,7971,316.1,1.009,0.941,0.786,160.9,10.8,0.899,8.96,0.853,0.232,0.792,0.145,0.0388,3,0.99,geen,1
VIS-002684,tablet,Lijn_3,147,8103,313.0,1.013,1.001,0.869,180.3,7.7,0.92,2.05,0.821,0.277,0.766,0.161,0.0428,3,0.619,geen,1
VIS-002685,vial,Lijn_2,309,15438,447.2,0.981,1.024,0.84,154.3,5.7,0.896,7.44,0.838,0.33,0.861,0.134,0.0428,3,0.895,geen,1
VIS-002686,capsule,Lijn_3,159,5905,287.3,0.929,0.935,0.832,186.2,11.6,0.943,3.68,0.83,0.314,0.823,0.152,0.049,1,0.937,geen,1
VIS-002687,capsule,Lijn_1,198,6182,291.8,0.924,0.994,0.891,210.5,14.3,0.882,9.19,0.841,0.339,0.809,0.156,0.06,4,0.718,geen,1
VIS-002688,tablet,Lijn_1,197,7725,304.9,1.026,1.021,0.827,194.2,12.4,0.933,6.18,0.846,0.316,0.821,0.16,0.0304,1,0.859,geen,1
VIS-002689,capsule,Lijn_2,291,6560,303.6,0.904,0.989,0.87,196.0,16.2,0.942,7.83,0.821,0.273,0.804,0.189,0.0344,0,0.743,geen,1
VIS-002690,tablet,Lijn_1,209,8139,318.5,1.003,0.971,0.849,171.1,11.0,0.946,6.37,0.872,0.346,0.87,0.186,0.0481,2,0.539,geen,1
VIS-002691,tablet,Lijn_2,291,8042,325.7,0.943,0.942,0.886,186.7,9.4,0.921,13.08,0.871,0.371,0.768,0.133,0.0556,2,0.823,geen,1
VIS-002692,tablet,Lijn_3,149,7969,337.0,0.869,0.971,0.862,181.4,11.5,0.888,5.26,0.797,0.253,0.808,0.141,0.0499,2,0.763,geen,1
VIS-002693,vial,Lijn_1,202,15142,461.4,0.875,0.988,0.857,148.4,20.4,0.841,3.95,0.887,0.367,0.794,0.187,0.0461,0,0.744,verkleuring,0
VIS-002694,capsule,Lijn_3,149,6273,295.3,0.912,0.939,0.86,176.4,8.7,0.932,4.49,0.856,0.386,0.778,0.161,0.061,3,0.795,geen,1
VIS-002695,vial,Lijn_2,290,14793,416.0,1.066,1.051,0.822,144.2,15.9,0.897,11.76,0.895,0.279,0.723,0.144,0.043,4,0.113,deeltje,0
VIS-002696,vial,Lijn_3,142,14161,434.9,0.953,1.015,0.83,180.6,12.5,0.904,6.24,0.829,0.237,0.826,0.123,0.0618,0,0.935,geen,1
VIS-002697,tablet,Lijn_2,297,7937,314.5,1.032,0.987,0.883,183.9,15.8,0.906,16.58,0.879,0.299,0.733,0.224,0.0462,4,0.319,deeltje,0
VIS-002698,vial,Lijn_3,145,14789,435.3,1.006,0.997,0.884,178.9,14.0,0.896,3.47,0.857,0.235,0.775,0.172,0.051,0,0.476,geen,1
VIS-002699,vial,Lijn_3,149,14723,425.4,1.066,1.017,0.861,163.6,10.4,0.924,5.77,0.847,0.24,0.782,0.142,0.0481,2,0.9,geen,1
VIS-002700,tablet,Lijn_2,296,8068,332.6,0.91,0.954,0.852,192.6,10.9,0.956,2.78,0.888,0.383,0.85,0.173,0.053,0,0.767,geen,1
VIS-002701,vial,Lijn_3,152,14887,417.3,1.076,1.026,0.84,176.5,9.9,0.913,2.88,0.828,0.236,0.863,0.11,0.0515,1,0.854,geen,1
VIS-002702,vial,Lijn_1,193,14720,448.7,0.927,1.002,0.875,203.4,13.7,0.958,8.06,0.92,0.298,0.761,0.137,0.0313,1,0.918,geen,1
VIS-002703,vial,Lijn_1,198,15067,430.4,1.037,1.014,0.831,168.1,18.9,0.818,4.11,0.88,0.261,0.825,0.177,0.0488,3,0.361,verkleuring,0
VIS-002704,vial,Lijn_3,144,16128,467.1,0.948,0.907,0.829,184.8,14.4,0.885,9.0,0.764,0.281,0.796,0.088,0.0498,1,0.902,geen,1
VIS-002705,capsule,Lijn_3,156,6332,282.5,0.984,1.011,0.887,192.2,11.5,0.953,12.13,0.798,0.362,0.782,0.14,0.0496,3,0.963,geen,1
VIS-002706,vial,Lijn_3,140,14778,432.7,0.977,0.968,0.853,182.3,15.7,0.871,3.81,0.913,0.352,0.767,0.198,0.0592,1,0.866,geen,1
VIS-002707,vial,Lijn_2,296,13422,449.4,0.986,1.002,0.852,186.6,13.7,0.912,2.3,0.837,0.199,0.791,0.207,0.0377,0,0.322,vulniveau,0
VIS-002708,capsule,Lijn_3,141,5877,290.7,0.736,1.101,0.805,188.3,11.9,0.955,7.42,0.823,0.366,0.858,0.132,0.0478,2,0.264,vormafwijking,0
VIS-002709,vial,Lijn_3,157,15596,439.3,0.992,1.004,0.893,177.0,11.1,0.883,18.37,0.847,0.26,0.829,0.186,0.0612,4,0.816,geen,1
VIS-002710,capsule,Lijn_1,201,6482,286.9,1.02,1.025,0.908,161.4,12.9,0.914,10.39,0.816,0.326,0.747,0.138,0.0439,0,0.667,geen,1
VIS-002711,capsule,Lijn_1,195,5684,274.9,0.912,0.988,0.852,191.7,11.3,0.934,3.09,0.855,0.18,0.816,0.114,0.0429,2,0.939,geen,1
VIS-002712,vial,Lijn_2,297,15485,437.6,1.011,0.974,0.883,165.3,12.7,0.901,15.83,0.817,0.298,0.819,0.157,0.0614,1,0.739,geen,1
VIS-002713,vial,Lijn_1,205,14609,421.8,1.044,1.003,0.855,168.7,18.9,0.897,3.39,0.816,0.313,0.766,0.099,0.0386,1,0.774,geen,1
VIS-002714,vial,Lijn_2,300,15172,449.4,0.959,0.973,0.854,161.4,16.5,0.968,2.92,0.846,0.327,0.894,0.168,0.055,4,0.793,geen,1
VIS-002715,tablet,Lijn_3,156,7829,315.7,0.973,1.068,0.834,180.0,11.6,0.906,3.04,0.839,0.312,0.78,0.176,0.0473,2,0.816,geen,1
VIS-002716,vial,Lijn_3,147,14324,429.9,0.971,1.026,0.825,169.6,13.1,0.921,6.95,0.792,0.326,0.77,0.147,0.0497,3,0.825,geen,1
VIS-002717,capsule,Lijn_1,208,5783,264.8,1.041,1.041,0.875,196.3,9.6,0.948,4.78,0.776,0.358,0.744,0.116,0.0475,2,0.535,geen,1
VIS-002718,tablet,Lijn_1,207,8234,342.6,0.893,1.007,0.822,178.9,12.9,0.919,8.67,0.911,0.361,0.783,0.179,0.0415,3,0.557,geen,1
VIS-002719,vial,Lijn_2,296,15843,446.7,0.998,1.02,0.808,200.2,14.7,0.921,2.91,0.859,0.258,0.869,0.145,0.0513,1,0.982,geen,1
VIS-002720,tablet,Lijn_2,299,8142,336.4,0.926,1.036,0.863,199.9,10.8,0.858,9.86,0.851,0.323,0.816,0.177,0.0498,3,0.956,geen,1
VIS-002721,tablet,Lijn_3,158,7691,321.8,0.938,0.99,0.87,170.6,11.5,0.92,8.96,0.873,0.327,0.775,0.138,0.0267,3,0.733,geen,1
VIS-002722,vial,Lijn_3,147,15363,437.4,0.997,0.993,0.837,179.1,18.7,0.941,8.67,0.845,0.258,0.741,0.128,0.0397,3,0.654,geen,1
VIS-002723,tablet,Lijn_2,294,8528,316.8,1.05,1.036,0.832,154.0,13.4,0.905,2.45,0.889,0.318,0.875,0.168,0.0583,1,0.768,geen,1
VIS-002724,tablet,Lijn_1,196,7827,328.1,0.919,0.989,0.92,187.5,14.5,0.882,10.22,0.812,0.317,0.736,0.125,0.0421,3,0.882,geen,1
VIS-002725,capsule,Lijn_1,204,5893,282.7,0.922,0.972,0.877,172.7,11.8,0.973,4.12,0.862,0.289,0.812,0.139,0.0578,2,0.751,geen,1
VIS-002726,vial,Lijn_3,147,14627,418.1,1.005,0.997,0.843,180.1,14.4,0.973,9.35,0.958,0.288,0.822,0.148,0.0567,3,0.956,geen,1
VIS-002727,vial,Lijn_1,196,14935,461.4,0.87,0.972,0.879,204.4,13.8,0.873,5.74,0.896,0.316,0.765,0.128,0.0366,5,0.875,geen,1
VIS-002728,tablet,Lijn_3,157,7790,303.3,1.055,0.937,0.871,204.5,12.0,0.933,4.55,0.889,0.415,0.811,0.128,0.0407,3,0.681,geen,1
VIS-002729,capsule,Lijn_3,145,6051,268.4,1.063,1.029,0.846,162.8,9.8,0.962,2.65,0.858,0.314,0.787,0.136,0.06,1,0.508,geen,1
VIS-002730,vial,Lijn_3,148,14957,451.5,0.937,1.004,0.833,167.2,13.1,0.892,13.19,0.811,0.366,0.833,0.12,0.0498,1,0.903,geen,1
VIS-002731,vial,Lijn_2,300,14489,453.3,0.881,0.961,0.903,187.4,10.1,0.907,8.26,0.868,0.333,0.709,0.145,0.0374,1,0.825,geen,1
VIS-002732,tablet,Lijn_2,305,8228,315.4,1.061,1.0,0.83,165.1,10.7,0.87,7.09,0.914,0.388,0.783,0.167,0.0643,1,0.871,geen,1
VIS-002733,tablet,Lijn_1,191,8046,326.6,0.976,1.004,0.846,179.0,10.2,0.902,2.11,0.761,0.408,0.785,0.117,0.0311,4,0.919,geen,1
VIS-002734,vial,Lijn_3,158,14455,438.1,0.963,1.002,0.867,196.6,10.3,0.944,15.06,0.852,0.286,0.709,0.3,0.0416,1,0.189,kras,0
VIS-002735,vial,Lijn_2,300,15645,437.2,1.013,1.023,0.838,183.3,13.3,0.931,6.48,0.869,0.278,0.782,0.15,0.0444,2,0.804,geen,1
VIS-002736,tablet,Lijn_3,143,8019,325.2,0.921,1.024,0.878,188.1,11.0,0.923,8.06,0.82,0.372,0.871,0.168,0.0379,2,0.893,geen,1
VIS-002737,vial,Lijn_2,290,15673,427.2,1.101,0.952,0.805,147.7,14.0,0.872,3.31,0.77,0.302,0.835,0.145,0.0444,0,0.819,geen,1
VIS-002738,vial,Lijn_3,150,14486,426.4,0.963,0.966,0.805,169.1,10.8,0.873,7.67,0.861,0.195,0.769,0.191,0.0529,1,0.81,geen,1
VIS-002739,tablet,Lijn_2,303,8142,336.8,0.925,1.029,0.849,151.1,8.4,0.913,6.53,0.819,0.289,0.79,0.147,0.0232,5,0.912,geen,1
VIS-002740,capsule,Lijn_1,193,5647,283.0,0.89,1.032,0.829,199.3,18.1,0.907,19.34,0.791,0.257,0.719,0.135,0.0666,6,0.247,deeltje,0
