sample_id,temperatuur_C,druk_bar,debiet_Lh,pH,conductiviteit_mScm,viscositeit_mPas,turbiditeit_NTU,opgeloste_O2_mgL,kwaliteitsscore,is_anomalie,regime,is_gelabeld,model_voorspelling,model_onzekerheid,informativiteit
AL-02720,210.2,12.32,87.3,8.5,3.9,898.1,20.0,7.1,92.4,0,0,0,88.2,5.73,7.72
AL-02721,282.8,7.58,34.5,7.0,3.8,235.9,82.4,9.3,91.1,0,3,0,94.8,12.73,16.85
AL-02722,192.3,8.09,73.0,7.5,6.7,286.3,58.1,6.3,85.1,0,3,0,83.7,4.78,5.74
AL-02723,182.8,16.28,82.0,8.5,2.93,453.8,79.7,4.1,78.6,0,3,0,73.0,6.09,6.52
AL-02724,103.2,19.07,94.7,5.7,4.27,678.0,89.7,8.1,59.8,0,2,0,53.7,10.96,14.29
AL-02725,203.3,9.0,88.9,7.6,8.91,317.8,29.1,14.5,83.5,0,3,0,84.6,5.94,6.95
AL-02726,171.5,5.03,25.5,7.1,6.98,308.8,80.8,11.1,85.7,0,3,0,83.0,6.52,7.91
AL-02727,272.1,16.2,97.2,4.2,1.34,780.6,79.8,12.1,91.6,0,0,0,92.3,10.04,13.37
AL-02728,189.7,11.36,21.7,4.0,3.07,131.4,35.9,3.9,82.1,0,3,0,84.3,5.5,6.28
AL-02729,244.4,7.57,53.8,5.9,8.87,687.8,78.1,8.3,60.7,0,2,0,62.8,7.92,10.19
AL-02730,125.0,17.97,57.1,6.3,4.23,215.8,19.9,4.3,84.2,0,3,0,75.5,10.38,12.29
AL-02731,143.1,18.93,49.8,6.5,1.56,154.9,23.4,14.1,81.1,0,3,0,77.1,7.81,8.76
AL-02732,257.9,9.97,89.5,7.6,3.76,670.8,47.8,7.9,62.5,0,2,0,56.0,9.14,11.42
AL-02733,125.5,12.48,54.0,4.8,2.11,179.2,39.5,8.5,82.7,0,3,0,94.3,6.46,7.45
AL-02734,278.1,9.74,32.5,9.4,3.95,163.7,23.5,6.0,84.5,0,3,0,74.9,8.94,10.64
AL-02735,106.0,11.96,35.2,4.5,0.61,137.5,69.1,8.8,82.1,0,3,0,82.8,7.42,8.47
AL-02736,163.6,1.97,28.5,8.0,6.67,834.2,68.1,12.5,63.4,0,2,0,55.3,6.14,7.56
AL-02737,244.7,2.91,12.6,5.9,8.78,750.0,4.4,6.2,68.3,0,2,0,67.0,9.91,11.22
AL-02738,121.4,13.62,77.4,7.9,1.57,690.2,9.3,7.7,79.8,0,1,0,77.2,7.52,8.23
AL-02739,110.9,2.25,26.4,4.8,3.45,929.2,90.5,8.1,71.6,0,2,0,64.8,10.34,11.05
AL-02740,287.0,15.76,67.0,5.3,6.08,659.8,30.3,7.1,93.5,0,0,0,83.3,11.61,15.91
AL-02741,156.5,14.41,92.2,7.9,6.95,781.0,88.6,9.2,63.6,0,2,0,62.7,8.26,10.14
AL-02742,250.5,8.8,13.4,5.3,1.09,419.3,60.1,6.0,62.2,1,3,0,76.2,12.22,15.35
AL-02743,269.8,15.98,65.5,7.7,9.12,678.9,91.6,7.0,88.5,0,0,0,96.6,13.07,16.59
AL-02744,128.5,6.33,90.8,5.0,3.39,320.1,2.6,11.9,79.1,0,3,0,75.3,6.92,7.48
AL-02745,217.0,16.68,85.0,6.9,5.44,786.5,20.1,5.1,87.2,0,0,0,81.2,7.53,9.37
AL-02746,104.0,9.7,65.9,6.7,6.62,527.6,30.0,14.8,61.0,0,2,0,73.9,6.83,8.73
AL-02747,133.5,5.15,49.8,6.9,1.37,114.8,1.2,11.6,82.3,0,3,0,83.5,6.61,7.57
AL-02748,189.5,7.66,42.2,5.3,2.95,321.3,18.9,7.8,88.7,0,3,0,91.4,5.55,7.07
AL-02749,181.6,15.65,85.5,4.5,8.6,458.5,26.4,8.4,82.6,0,3,0,86.8,6.14,7.07
AL-02750,259.4,10.76,69.1,9.5,0.22,794.5,95.1,5.2,98.2,0,0,0,96.4,7.77,11.38
AL-02751,198.4,6.75,15.9,5.7,7.42,737.4,64.3,14.1,77.9,0,2,0,77.3,5.31,5.62
AL-02752,255.7,9.57,84.1,9.0,9.03,218.7,77.4,7.3,84.3,0,3,0,83.5,8.58,10.18
AL-02753,132.8,2.0,12.2,4.6,6.43,672.4,97.1,13.0,64.6,0,2,0,68.4,7.88,9.52
AL-02754,192.4,19.54,24.8,5.1,7.4,43.1,41.2,12.3,82.1,0,3,0,86.6,6.87,7.85
AL-02755,203.7,18.82,38.2,6.7,5.81,899.0,85.8,3.0,87.9,0,0,0,84.0,7.64,9.6
AL-02756,229.4,10.05,15.6,7.1,2.81,211.7,6.1,3.5,93.2,0,0,0,94.7,6.45,8.79
AL-02757,118.7,12.07,50.3,9.5,2.81,590.8,3.0,2.4,83.2,0,1,0,84.9,7.52,8.75
AL-02758,138.5,18.42,50.7,4.9,8.98,808.1,80.9,1.0,60.0,0,2,0,54.0,9.13,11.86
AL-02759,155.6,10.39,55.1,6.6,4.51,73.1,73.7,14.3,82.0,0,3,0,83.5,4.9,5.59
AL-02760,194.8,13.46,74.0,8.8,2.71,748.8,11.3,5.5,59.1,0,2,0,62.7,5.71,7.53
AL-02761,171.9,7.83,69.2,9.6,7.97,993.1,58.5,5.8,69.3,0,2,0,61.1,4.27,4.75
AL-02762,119.7,16.21,96.6,5.0,7.47,642.2,1.7,11.7,60.7,0,2,0,62.4,8.48,10.91
AL-02763,298.6,2.37,77.4,8.7,9.58,57.8,37.4,10.5,86.3,0,3,0,89.9,12.66,15.53
AL-02764,276.4,5.67,20.4,4.1,9.59,835.2,31.9,7.2,67.5,0,2,0,65.7,9.7,11.15
AL-02765,164.9,7.53,64.3,4.5,6.96,582.4,74.0,3.8,59.8,0,2,0,54.7,5.0,6.53
AL-02766,137.6,8.66,89.6,7.5,8.11,520.9,98.7,14.4,81.9,0,1,0,76.8,5.37,6.12
AL-02767,171.7,11.89,94.4,5.7,6.46,26.4,90.9,12.6,85.1,0,3,0,82.0,3.92,4.71
AL-02768,239.6,10.79,96.6,6.0,6.17,539.5,44.6,5.6,93.4,0,0,0,87.0,6.67,9.12
AL-02769,199.2,7.82,25.5,5.4,2.23,285.3,32.8,0.4,80.7,0,3,0,86.5,4.92,5.48
AL-02770,137.2,7.78,26.7,7.6,2.39,406.4,6.9,10.8,71.0,0,1,0,72.2,6.01,6.5
AL-02771,253.5,3.99,86.7,5.4,8.54,292.4,63.3,5.4,81.6,0,3,0,81.8,9.04,10.23
AL-02772,111.9,3.06,55.1,5.6,2.97,988.6,12.4,14.4,76.4,0,2,0,78.6,9.23,9.49
AL-02773,291.4,8.86,27.6,6.1,0.62,351.4,50.0,4.4,86.4,0,3,0,80.0,9.77,12.01
AL-02774,251.4,3.47,70.5,8.8,2.7,19.4,81.8,8.1,90.3,0,3,0,88.7,9.16,11.96
AL-02775,112.5,3.26,92.1,7.8,4.2,47.3,14.9,4.3,88.2,0,1,0,82.6,8.51,10.76
AL-02776,283.2,8.0,88.3,5.2,4.82,921.7,27.8,9.8,66.0,0,2,0,67.9,9.73,11.48
AL-02777,265.4,8.65,71.1,9.0,6.77,162.2,26.6,3.2,84.0,0,3,0,88.9,9.34,11.03
AL-02778,295.8,11.03,59.2,5.3,7.91,393.1,12.2,3.7,96.8,0,0,0,99.1,9.36,13.45
AL-02779,124.1,7.68,94.0,7.8,2.97,872.5,52.7,13.2,80.0,0,1,0,86.5,7.2,7.92
AL-02780,135.3,3.35,75.8,9.6,2.25,998.3,4.2,0.1,77.0,0,1,0,79.2,9.03,9.4
AL-02781,281.2,13.26,51.1,7.4,4.13,509.6,41.1,5.5,93.5,0,0,0,85.8,9.55,13.07
AL-02782,243.9,16.66,36.8,9.7,6.33,48.2,36.0,7.6,91.7,0,0,0,96.3,8.8,11.74
AL-02783,266.1,4.63,61.0,9.4,3.27,707.7,92.6,12.6,65.3,0,2,0,63.7,11.28,13.45
AL-02784,203.8,17.69,11.0,7.6,7.26,523.7,75.6,11.2,93.7,0,0,0,98.8,6.92,9.51
AL-02785,258.7,6.46,79.4,5.2,3.26,127.5,81.0,1.6,78.6,0,3,0,90.4,9.45,10.13
AL-02786,134.3,7.99,15.1,5.6,5.43,334.1,90.3,8.0,79.1,0,3,0,81.0,5.96,6.45
AL-02787,146.3,2.97,16.1,6.3,9.52,875.5,49.4,10.5,64.3,0,2,0,73.7,7.27,8.82
AL-02788,232.1,19.65,85.8,6.7,4.75,88.9,97.2,7.2,90.3,0,0,0,95.8,10.96,14.32
AL-02789,205.7,14.26,82.2,4.9,7.26,194.2,89.3,5.0,93.5,0,0,0,103.4,5.89,8.08
AL-02790,232.6,8.42,37.9,5.3,7.79,343.8,15.7,4.6,81.2,0,3,0,82.5,6.89,7.75
AL-02791,276.1,10.93,73.3,4.8,9.37,583.9,45.8,14.0,90.1,0,0,0,84.8,8.61,11.21
AL-02792,189.3,6.41,87.5,4.0,3.58,427.5,65.1,11.5,83.7,0,3,0,90.9,5.68,6.67
AL-02793,165.3,6.2,41.8,7.7,8.44,54.8,34.1,12.6,86.8,0,3,0,88.2,4.8,5.93
AL-02794,192.9,5.26,89.8,5.4,9.78,503.0,10.6,14.8,60.0,0,2,0,60.1,5.66,7.36
AL-02795,173.9,3.02,17.8,9.1,3.19,352.1,1.0,6.9,80.8,0,3,0,78.9,6.14,6.86
AL-02796,165.1,1.6,79.0,7.6,5.16,415.7,41.1,10.8,85.9,0,3,0,93.6,7.1,8.64
AL-02797,137.3,2.69,54.9,7.4,8.46,905.4,39.0,5.2,72.2,0,1,0,71.2,7.34,7.75
AL-02798,128.7,12.17,74.9,5.1,8.25,520.5,65.0,10.1,54.3,0,2,0,61.7,7.55,10.67
AL-02799,291.0,3.65,49.6,5.1,0.97,106.9,37.0,14.6,93.3,0,3,0,90.6,11.75,16.05
AL-02800,211.0,18.11,89.9,9.9,9.99,562.6,78.7,12.2,88.3,0,0,0,88.9,8.25,10.45
AL-02801,267.3,4.33,43.4,7.3,5.28,774.4,78.1,12.5,56.3,0,2,0,58.6,9.69,13.32
AL-02802,181.9,10.37,97.8,4.2,9.32,696.6,21.6,8.3,59.6,0,2,0,60.7,3.9,5.1
AL-02803,233.9,3.08,28.3,6.6,5.13,260.6,41.1,7.6,86.0,0,3,0,87.0,9.45,11.53
AL-02804,145.6,2.88,57.7,5.3,6.49,919.6,9.3,8.8,73.0,0,2,0,72.3,7.45,7.75
AL-02805,230.4,16.42,24.7,4.4,4.99,546.9,91.3,1.3,89.0,0,0,1,92.3,8.05,10.3
AL-02806,273.9,14.86,24.4,6.9,6.86,821.1,50.2,13.2,94.9,0,0,0,100.5,9.49,13.25
AL-02807,181.0,10.02,62.7,7.6,5.61,133.4,85.6,3.1,86.9,0,3,0,86.5,3.53,4.37
AL-02808,128.4,3.44,38.5,5.5,8.09,308.8,79.6,0.6,75.7,0,3,0,68.5,8.28,8.39
AL-02809,107.1,15.31,60.7,6.9,8.3,481.3,16.8,12.7,81.5,0,3,0,84.8,8.43,9.53
AL-02810,122.1,14.36,87.7,4.3,8.83,323.9,13.4,5.1,78.1,0,3,0,79.1,8.55,9.08
AL-02811,247.1,7.26,58.6,9.5,1.25,868.3,97.4,1.2,61.5,0,2,0,59.9,8.33,10.59
AL-02812,272.9,13.62,58.5,7.3,0.89,464.0,53.7,13.3,92.9,0,0,0,93.6,9.11,12.36
AL-02813,108.8,1.7,62.1,4.7,7.4,465.2,45.3,4.3,81.3,0,3,0,83.4,11.0,12.38
AL-02814,164.2,1.79,36.9,6.4,1.42,741.6,28.6,4.6,69.7,0,2,0,72.4,7.58,8.39
AL-02815,270.1,13.55,13.8,7.9,9.25,176.9,6.9,7.5,94.3,0,0,0,99.9,8.84,12.25
AL-02816,258.4,14.12,40.3,8.8,8.85,246.4,0.8,12.0,100.0,0,0,0,106.5,10.24,15.36
AL-02817,199.6,7.14,76.1,4.6,2.12,74.9,59.6,10.2,86.2,0,3,0,88.5,8.37,10.23
AL-02818,139.4,5.26,33.7,5.7,0.1,615.9,50.8,9.4,64.2,0,2,0,73.4,7.45,9.06
AL-02819,221.3,14.75,86.0,8.2,5.99,995.8,59.7,13.3,91.2,0,0,0,91.9,7.44,9.85
AL-02820,287.1,11.4,54.1,9.1,0.42,708.1,94.5,1.9,97.4,0,0,0,96.5,9.65,13.97
AL-02821,174.8,12.82,88.1,9.7,9.76,925.3,40.1,9.9,70.3,0,2,0,82.3,10.53,11.53
AL-02822,186.2,13.09,23.8,5.5,3.26,64.0,48.4,10.1,83.4,0,3,0,86.3,8.44,9.85
AL-02823,297.5,8.75,92.7,9.0,9.46,756.9,11.7,3.2,61.3,0,2,0,50.1,11.31,14.41
AL-02824,232.7,7.69,53.0,4.8,1.91,238.5,69.5,13.8,84.0,0,3,0,88.0,6.79,8.01
AL-02825,121.5,14.32,99.0,9.0,7.28,357.8,69.2,9.4,82.0,0,1,0,76.4,7.13,8.12
AL-02826,243.1,17.6,62.1,9.4,8.03,436.3,86.3,2.8,89.8,0,0,0,93.5,9.58,12.41
AL-02827,237.8,12.56,66.4,7.2,2.96,334.4,53.5,0.5,93.0,0,0,0,105.4,7.63,10.37
AL-02828,236.0,19.11,12.6,5.2,4.05,69.9,3.9,6.4,91.8,0,0,0,101.3,9.27,12.39
AL-02829,288.3,5.9,52.1,9.9,8.85,336.7,89.7,0.2,84.2,0,3,0,91.6,10.44,12.36
AL-02830,221.5,7.79,17.3,9.5,0.2,567.9,3.2,11.8,59.4,0,2,0,55.9,7.09,9.31
AL-02831,222.8,6.36,47.7,5.8,2.61,474.7,36.8,12.0,84.9,0,3,0,85.3,6.58,7.88
AL-02832,227.1,17.98,68.3,9.3,1.27,135.6,18.2,1.4,92.4,0,0,0,94.8,8.16,10.99
AL-02833,125.6,15.66,18.3,4.9,0.39,756.7,66.9,10.2,66.8,0,2,0,72.2,7.88,9.17
AL-02834,243.5,4.4,20.6,8.7,3.76,649.8,3.7,5.4,64.9,0,2,0,69.4,9.68,11.63
AL-02835,171.9,3.17,43.9,8.4,7.93,148.2,6.6,10.4,86.7,0,3,0,88.1,5.6,6.92
AL-02836,137.3,8.54,77.2,9.7,2.06,312.3,71.5,13.0,55.1,1,1,0,61.2,10.49,14.66
AL-02837,131.6,15.8,20.5,4.9,9.69,135.7,83.2,9.0,84.2,0,3,0,88.8,7.41,8.77
AL-02838,211.0,19.65,48.1,8.6,3.52,756.6,52.4,3.2,84.1,0,0,0,82.9,9.0,10.64
AL-02839,209.8,7.51,89.7,9.7,6.39,412.9,62.5,10.2,88.4,0,3,0,91.7,6.1,7.74
AL-02840,114.6,16.9,77.5,6.7,7.98,213.2,4.8,10.9,83.8,0,3,0,91.1,9.91,11.65
AL-02841,156.4,3.61,51.5,7.2,3.98,265.6,67.4,14.3,85.6,0,3,0,81.7,6.63,8.03
AL-02842,285.3,3.85,61.2,7.8,4.87,251.3,53.3,13.7,89.9,0,3,0,93.4,10.61,13.77
AL-02843,198.3,1.02,27.4,8.2,8.49,277.5,18.2,11.8,84.5,0,3,0,87.1,7.04,8.37
AL-02844,181.0,9.97,39.9,7.7,8.52,667.2,23.9,5.7,68.4,0,2,0,63.2,3.66,4.14
AL-02845,172.5,12.82,66.5,9.4,5.65,2.8,70.0,3.9,83.0,0,3,0,89.1,4.04,4.69
AL-02846,269.8,5.5,40.0,4.2,5.36,467.8,19.0,10.9,89.3,0,3,0,86.8,10.43,13.41
AL-02847,174.4,5.12,40.2,8.2,9.43,871.8,81.2,7.6,67.8,0,2,0,68.2,7.03,8.04
AL-02848,227.4,4.16,61.9,9.8,4.31,534.6,35.0,1.2,63.5,0,2,0,63.4,8.05,9.9
AL-02849,224.1,13.35,78.4,7.4,8.69,20.6,72.3,9.2,89.5,0,0,0,84.8,7.56,9.75
AL-02850,292.5,4.41,69.4,6.4,1.77,68.1,48.7,3.0,85.7,0,3,0,76.0,12.15,14.75
AL-02851,220.1,6.84,22.6,8.2,2.6,971.7,77.6,12.1,70.1,0,2,0,68.2,6.97,7.66
AL-02852,192.3,7.18,87.4,5.9,8.24,733.6,10.7,8.6,66.5,0,2,0,70.2,6.35,7.43
AL-02853,109.5,5.86,67.2,7.2,0.22,897.6,44.6,1.0,79.7,0,1,0,72.9,9.25,10.13
AL-02854,186.1,9.43,12.6,4.6,6.2,956.0,45.4,5.7,65.0,0,2,0,57.3,4.66,5.59
AL-02855,176.7,13.2,17.5,6.2,8.3,690.5,47.4,4.1,65.8,0,2,0,67.9,5.97,7.06
AL-02856,271.6,3.88,78.1,6.4,9.55,322.7,64.6,0.0,81.1,0,3,0,72.3,11.17,12.54
AL-02857,226.5,17.28,84.9,4.9,1.66,813.4,16.1,10.3,90.6,0,0,0,90.4,8.31,10.89
AL-02858,292.7,3.99,84.6,9.9,8.78,381.8,32.0,11.3,88.4,0,3,0,88.4,11.4,14.46
AL-02859,241.7,5.54,40.4,8.6,3.25,100.5,41.4,0.4,80.2,0,3,0,80.8,13.66,15.09
AL-02860,144.6,3.39,50.9,8.6,2.63,199.5,6.5,10.9,79.3,0,1,0,94.4,6.82,7.4
AL-02861,168.2,10.59,36.8,6.5,9.22,557.5,26.4,7.0,60.0,0,2,0,61.1,4.53,5.89
AL-02862,211.5,9.18,90.6,9.8,7.68,389.2,80.2,1.9,82.1,0,3,0,83.9,5.22,5.96
AL-02863,242.3,18.8,41.9,5.8,2.89,226.1,28.4,7.1,92.3,0,0,0,100.3,10.11,13.62
AL-02864,171.9,15.1,12.4,5.0,1.96,99.1,91.5,0.5,76.1,0,3,0,76.1,5.59,5.71
AL-02865,239.8,14.09,85.3,9.7,9.71,376.9,36.9,14.9,84.9,0,0,0,84.4,8.94,10.72
AL-02866,282.2,12.88,66.1,5.3,2.67,519.7,44.3,0.5,97.5,0,0,0,104.0,9.9,14.35
AL-02867,280.5,18.71,60.5,7.3,4.0,269.7,38.2,12.1,90.7,0,0,0,90.3,11.46,15.07
AL-02868,298.1,3.51,84.5,6.3,4.46,685.7,72.2,8.9,59.8,0,2,0,56.8,11.63,15.17
AL-02869,241.9,13.1,86.0,7.8,6.88,690.5,47.8,6.3,92.3,0,0,0,95.0,10.19,13.71
AL-02870,227.6,12.16,54.2,7.3,6.33,164.5,51.4,11.0,88.4,0,0,0,93.6,6.3,8.0
AL-02871,115.8,19.06,64.0,4.1,6.87,14.9,15.6,14.0,83.7,0,3,0,83.1,10.09,11.85
AL-02872,242.6,3.18,64.4,4.4,8.25,267.0,64.5,5.7,86.8,0,3,0,88.0,9.48,11.73
AL-02873,200.4,11.93,62.5,9.4,4.18,629.7,98.9,11.3,92.7,0,0,0,94.2,4.89,6.62
AL-02874,203.5,2.62,16.5,9.5,9.96,625.9,72.8,14.0,57.7,0,2,0,56.9,6.85,9.22
AL-02875,219.3,17.7,38.5,4.7,7.01,415.1,51.1,7.6,88.3,0,0,0,86.6,9.37,11.87
AL-02876,251.3,7.91,41.2,5.5,9.61,784.7,91.4,4.0,64.2,0,2,0,68.1,10.2,12.41
AL-02877,137.0,9.94,51.1,9.6,0.56,293.8,71.5,0.2,86.4,0,1,0,85.2,5.21,6.4
AL-02878,298.1,6.49,80.4,6.0,0.28,870.1,59.6,4.2,68.0,0,2,0,63.7,10.58,12.05
AL-02879,273.6,14.24,85.1,7.9,4.11,158.7,46.3,13.8,90.7,0,0,0,89.6,9.58,12.58
AL-02880,125.8,10.33,86.3,5.2,1.72,650.1,36.0,4.1,77.0,0,2,0,73.3,5.57,5.79
AL-02881,136.6,2.25,44.0,7.8,7.91,218.0,27.1,13.8,78.1,0,1,0,71.9,7.27,7.72
AL-02882,155.3,12.44,33.1,4.2,3.72,834.4,18.8,0.1,67.9,0,2,0,61.7,5.98,6.83
AL-02883,277.3,19.25,58.9,9.9,4.7,925.3,87.6,8.1,92.5,0,0,0,93.8,11.06,14.94
AL-02884,229.6,5.97,92.2,5.2,6.51,725.5,61.2,14.6,62.9,0,2,0,59.9,8.86,11.02
AL-02885,216.6,6.79,77.7,9.1,5.38,219.6,16.0,0.1,80.3,0,3,0,79.9,6.73,7.44
AL-02886,288.1,14.7,63.6,8.3,4.41,509.5,18.8,9.6,96.5,0,0,0,99.5,11.14,15.93
AL-02887,240.1,2.25,99.4,9.2,1.56,276.7,23.0,5.3,66.2,1,3,0,76.9,14.54,17.1
AL-02888,230.8,12.98,37.9,9.7,5.32,43.2,75.9,5.6,93.8,0,0,0,98.5,8.85,12.17
AL-02889,285.3,15.6,80.2,8.3,5.63,171.5,79.6,11.4,98.7,0,0,0,94.2,10.56,15.56
AL-02890,275.6,5.57,49.5,7.3,7.31,284.4,28.7,7.2,87.3,0,3,0,89.6,9.62,11.98
AL-02891,267.7,17.1,84.7,6.3,3.76,784.1,48.5,11.7,92.2,0,0,0,91.6,10.93,14.68
AL-02892,293.9,7.45,26.2,6.8,1.07,107.1,94.4,12.0,95.0,0,3,0,93.0,10.4,14.56
AL-02893,140.3,12.82,41.5,8.7,5.5,661.0,62.9,12.2,83.4,0,1,0,87.9,5.99,7.0
AL-02894,111.1,17.98,11.4,8.7,8.53,350.3,6.1,1.5,74.7,0,1,0,75.7,8.92,8.98
AL-02895,165.2,11.53,14.1,6.4,4.86,36.4,72.9,13.4,85.9,0,3,0,85.1,4.64,5.64
AL-02896,215.9,4.65,33.3,7.6,8.87,811.0,4.2,8.4,36.3,1,2,0,39.8,12.46,22.11
AL-02897,269.4,14.48,33.9,6.6,1.53,493.4,35.7,10.8,95.4,0,0,0,95.9,12.58,17.71
AL-02898,171.2,14.05,79.4,5.2,6.17,331.6,73.6,11.7,79.1,0,3,0,75.6,5.68,6.14
AL-02899,258.5,2.27,43.2,5.0,4.04,898.9,7.6,14.4,63.7,0,2,0,70.7,11.47,14.05
AL-02900,267.1,5.61,87.3,4.3,3.68,871.0,96.5,11.5,62.5,0,2,0,58.2,10.47,13.08
AL-02901,258.0,17.79,11.5,6.9,7.75,745.3,57.5,2.8,91.6,0,0,0,99.7,10.83,14.42
AL-02902,115.6,6.05,80.4,9.3,4.22,540.6,64.0,6.9,79.3,0,1,0,85.8,9.67,10.5
AL-02903,126.0,6.5,38.0,4.8,8.15,35.4,31.4,2.7,78.1,0,3,0,80.9,6.81,7.24
AL-02904,114.7,14.87,51.7,6.1,6.94,629.7,84.8,0.1,61.0,0,2,0,62.3,8.38,10.73
AL-02905,290.3,16.38,91.8,9.6,6.88,448.3,50.5,3.5,96.4,0,0,0,97.2,10.89,15.56
AL-02906,242.7,12.41,40.0,7.9,8.64,574.1,20.9,2.5,96.8,0,0,0,94.2,7.55,10.83
AL-02907,235.9,14.88,16.1,8.4,3.48,425.9,8.4,5.9,95.6,0,0,0,97.1,8.76,12.37
AL-02908,255.5,13.96,33.9,5.5,2.07,176.1,68.1,3.4,95.4,0,0,0,98.3,9.54,13.44
AL-02909,153.5,13.75,13.1,4.4,2.05,44.3,84.7,0.7,46.8,1,3,0,47.4,10.33,16.15
AL-02910,291.4,11.3,86.6,4.1,1.66,332.9,54.6,1.0,97.7,0,0,0,95.6,9.52,13.84
AL-02911,174.3,12.31,77.8,8.5,4.7,13.7,18.5,6.2,83.1,0,3,0,88.4,4.27,4.97
AL-02912,121.1,2.78,31.9,6.1,9.57,357.9,86.8,4.7,82.4,0,3,0,84.4,10.14,11.63
AL-02913,260.3,14.34,23.2,9.3,1.55,815.4,55.9,3.6,91.3,0,0,0,96.0,9.67,12.83
AL-02914,236.6,14.87,11.1,4.4,3.46,992.8,82.7,13.0,95.1,0,0,0,102.5,9.75,13.68
AL-02915,173.9,17.79,81.7,8.3,6.07,699.7,39.7,6.4,63.2,0,2,0,58.3,6.15,7.6
AL-02916,126.7,16.64,14.3,7.5,2.57,612.5,53.6,13.2,83.0,0,1,0,78.1,7.56,8.77
AL-02917,295.8,16.38,30.6,7.5,7.6,892.9,90.4,7.2,73.7,1,0,0,72.3,16.16,16.58
AL-02918,116.0,19.76,51.8,7.6,4.5,15.3,18.0,14.0,81.3,0,1,0,88.4,9.94,11.2
AL-02919,272.8,2.78,86.6,8.3,5.55,752.9,16.3,1.6,72.9,0,2,0,75.2,11.98,12.48
AL-02920,119.3,4.43,95.9,9.9,9.28,503.8,57.2,5.7,87.0,0,1,0,87.4,7.6,9.42
AL-02921,225.7,4.62,48.5,8.4,0.67,588.8,46.5,8.9,54.5,0,2,0,45.1,8.38,11.81
AL-02922,243.4,14.64,79.7,8.5,2.64,574.3,74.2,0.3,88.3,0,0,0,92.9,8.2,10.39
AL-02923,208.7,7.9,38.5,7.0,4.23,638.7,10.4,8.6,65.3,0,2,0,63.8,5.86,7.0
AL-02924,220.8,2.15,10.3,9.7,7.64,934.3,92.0,4.0,66.5,0,2,0,67.5,7.78,9.1
AL-02925,266.5,17.96,61.6,7.1,9.35,76.1,37.3,10.0,94.8,0,0,0,87.9,10.2,14.24
AL-02926,212.4,8.78,50.4,5.7,6.84,53.5,53.9,1.5,79.5,0,3,0,78.1,5.86,6.38
AL-02927,292.2,6.28,69.9,5.2,2.41,837.1,46.5,7.5,62.4,0,2,0,59.7,10.39,13.0
AL-02928,230.3,8.16,29.9,7.5,0.69,592.4,75.7,1.3,58.6,0,2,0,61.4,7.93,10.53
AL-02929,187.6,11.21,28.9,9.0,3.78,962.0,38.0,14.6,72.6,0,2,0,72.9,4.68,4.91
AL-02930,188.3,19.51,85.9,9.8,6.88,315.0,19.0,2.8,82.9,0,3,0,83.7,9.03,10.45
AL-02931,100.7,2.39,45.8,5.3,4.88,136.0,64.1,14.5,90.8,0,3,0,81.1,10.14,13.34
AL-02932,171.1,11.72,45.7,9.5,2.66,929.0,38.1,0.9,66.9,0,2,0,70.6,10.34,12.02
AL-02933,218.0,11.0,63.6,9.8,1.5,287.4,63.8,11.3,90.4,0,0,0,85.4,5.46,7.15
AL-02934,231.9,3.58,55.1,6.8,3.8,65.4,38.6,10.2,87.3,0,3,0,97.6,7.99,9.96
AL-02935,184.2,6.2,13.2,5.7,8.8,555.5,14.5,2.1,67.6,0,2,0,60.0,5.14,5.89
AL-02936,182.0,9.99,46.0,9.8,2.54,563.3,3.1,7.3,69.7,0,2,0,63.1,3.95,4.37
AL-02937,296.0,1.26,89.8,7.2,2.29,648.5,3.0,11.4,74.5,0,2,0,69.7,11.77,11.89
AL-02938,267.4,6.92,64.9,9.3,8.63,926.0,12.5,2.8,66.8,0,2,0,65.3,9.83,11.45
AL-02939,115.0,10.67,81.0,5.0,4.22,681.0,36.2,5.9,65.6,0,2,0,73.4,6.51,7.73
AL-02940,295.6,16.02,26.6,8.0,5.1,955.1,46.5,9.3,96.8,0,0,0,97.6,10.93,15.71
AL-02941,286.8,11.35,70.3,9.8,7.2,580.4,88.4,14.1,93.1,0,0,0,93.7,9.75,13.29
AL-02942,288.9,7.42,33.1,6.0,5.79,99.1,10.1,12.7,92.3,0,3,0,95.8,9.92,13.36
AL-02943,269.7,10.31,48.7,4.2,2.55,226.4,77.4,0.0,89.3,0,0,0,80.5,8.09,10.4
AL-02944,125.1,14.38,87.0,6.7,6.61,667.7,55.4,5.3,70.1,0,2,0,65.8,7.95,8.72
AL-02945,208.9,5.11,19.5,7.4,7.41,775.6,5.5,10.8,61.5,0,2,0,60.0,8.42,10.7
AL-02946,226.8,15.81,92.1,9.7,3.21,39.3,53.5,4.9,96.2,0,0,0,100.4,7.86,11.19
AL-02947,228.6,6.15,92.0,8.9,3.41,701.7,3.4,1.7,59.2,0,2,0,57.2,8.12,10.68
AL-02948,182.7,6.76,22.0,9.4,4.42,115.8,36.6,2.8,81.8,0,3,0,86.4,5.56,6.31
AL-02949,222.1,11.98,54.5,6.5,1.1,624.6,99.1,7.6,90.9,0,0,0,80.8,6.39,8.42
AL-02950,210.6,13.99,38.3,9.7,1.15,109.6,59.6,0.5,92.5,0,0,0,99.2,7.53,10.16
