tablet_id,deeltjesgrootte_um,vochtgehalte_pct,menguniformiteit_pct,perskracht_kN,voorcompressie_kN,draaisnelheid_RPM,vuldiepte_mm,gewicht_mg,dikte_mm,hardheid_N,brosheid_pct,dissolutie_30min_pct,goedgekeurd
TAB-01509,58.0,3.56,98.7,14.8,3.0,46,11.53,349.7,3.91,80.3,0.572,87.0,1
TAB-01510,47.0,2.79,101.0,12.6,3.5,26,11.32,341.9,4.04,80.2,0.453,89.4,1
TAB-01511,56.1,2.36,96.1,15.0,3.5,33,11.75,345.2,3.98,92.6,0.42,85.9,1
TAB-01512,61.1,2.78,101.3,16.2,2.7,33,11.81,351.6,3.95,85.7,0.44,84.1,1
TAB-01513,49.0,2.77,97.5,18.0,3.2,53,11.86,350.0,3.76,88.3,0.51,80.9,1
TAB-01514,44.9,3.22,101.0,11.9,2.4,28,12.63,355.7,4.19,73.3,0.573,92.8,1
TAB-01515,63.4,2.95,98.0,17.0,3.2,42,12.39,358.3,3.79,86.5,0.451,80.6,1
TAB-01516,43.5,2.62,98.7,15.3,3.1,51,12.27,350.4,3.95,81.0,0.56,82.7,1
TAB-01517,56.3,3.55,97.9,14.1,3.2,53,12.11,351.7,4.09,61.5,0.702,86.2,1
TAB-01518,49.4,3.07,96.9,16.5,2.9,47,11.78,348.3,3.95,83.3,0.535,82.8,1
TAB-01519,31.6,3.22,97.5,14.5,4.0,32,11.57,347.0,3.92,80.3,0.538,80.9,1
TAB-01520,61.3,2.14,100.8,16.4,2.5,53,11.4,342.3,3.85,88.8,0.462,83.3,1
TAB-01521,22.4,1.79,93.4,13.0,3.5,50,11.65,346.1,4.07,71.3,0.491,81.1,1
TAB-01522,30.2,2.28,95.5,13.7,2.5,48,11.98,349.5,4.12,63.7,0.522,84.8,1
TAB-01523,55.3,2.76,96.5,16.9,3.3,23,11.42,347.9,3.92,93.3,0.361,81.7,1
TAB-01524,55.3,3.29,95.8,18.0,3.3,22,12.08,351.2,3.87,102.9,0.417,83.7,1
TAB-01525,43.6,1.83,101.0,14.9,3.0,48,11.9,350.0,3.98,85.4,0.445,76.3,1
TAB-01526,51.5,3.8,100.5,9.4,2.8,58,11.8,350.7,4.19,43.7,0.736,97.6,0
TAB-01527,24.7,3.09,99.2,14.6,3.1,51,12.58,351.8,4.08,74.1,0.621,86.4,1
TAB-01528,57.1,3.68,96.7,15.1,3.1,53,10.77,342.4,3.98,66.3,0.61,92.5,1
TAB-01529,52.5,2.56,100.7,14.5,3.9,42,11.81,343.5,4.07,79.3,0.496,84.6,1
TAB-01530,49.5,3.25,94.8,15.7,2.6,32,10.82,349.0,3.86,92.6,0.472,82.6,1
TAB-01531,50.2,3.04,102.3,14.0,2.7,47,12.12,348.6,4.07,78.8,0.5,93.1,1
TAB-01532,54.9,3.41,96.6,16.7,3.1,48,12.38,349.9,3.92,88.2,0.472,85.5,1
TAB-01533,49.7,2.88,97.5,12.7,2.9,47,11.32,345.1,4.03,65.7,0.496,93.4,1
TAB-01534,31.3,3.24,97.1,17.5,2.9,58,11.39,346.6,3.82,87.2,0.562,76.2,1
TAB-01535,72.0,3.55,95.9,18.1,3.5,35,11.15,351.8,3.77,101.9,0.485,83.1,1
TAB-01536,62.0,2.67,101.9,13.2,1.6,22,12.03,348.5,4.15,70.0,0.466,85.0,1
TAB-01537,37.2,3.12,99.6,13.2,2.7,56,11.83,357.3,4.12,67.2,0.681,84.5,1
TAB-01538,46.5,2.06,100.4,15.8,2.1,26,11.86,347.6,3.97,86.1,0.441,82.1,1
TAB-01539,47.6,3.35,95.6,12.6,2.4,48,11.82,356.0,4.05,66.1,0.612,92.6,1
TAB-01540,60.8,3.98,98.4,14.0,4.2,55,11.51,352.2,3.95,62.2,0.64,89.0,1
TAB-01541,28.4,2.38,99.0,17.2,3.3,32,12.57,352.7,3.9,100.7,0.461,81.9,1
TAB-01542,45.0,2.95,98.5,16.5,3.5,53,12.14,355.3,3.95,82.2,0.499,80.6,1
TAB-01543,32.4,3.44,95.7,19.0,3.0,33,11.41,351.3,3.64,90.5,0.35,76.7,1
TAB-01544,47.1,3.02,100.2,15.3,3.4,52,11.65,350.2,3.95,74.8,0.536,84.1,1
TAB-01545,45.3,3.08,98.2,13.8,2.1,23,11.56,354.9,4.09,74.2,0.42,86.7,1
TAB-01546,50.8,2.8,96.1,15.1,3.5,46,12.7,351.6,4.1,80.8,0.522,88.1,1
TAB-01547,44.0,2.79,94.3,14.7,2.6,47,12.36,348.4,4.03,82.0,0.488,81.5,1
TAB-01548,42.5,2.96,99.2,14.7,2.7,40,11.94,347.6,3.97,77.3,0.52,82.8,1
TAB-01549,56.2,3.02,102.9,15.0,3.3,47,12.85,359.6,4.13,68.3,0.511,81.9,1
TAB-01550,54.5,2.41,96.0,13.1,3.2,57,12.73,356.8,4.18,63.6,0.654,92.8,1
TAB-01551,55.5,2.97,98.3,15.6,3.0,49,11.88,347.8,3.95,95.2,0.474,83.1,1
TAB-01552,48.2,3.78,100.2,12.2,2.3,58,11.79,343.5,4.09,55.4,0.681,90.6,1
TAB-01553,44.3,2.79,95.5,13.6,3.0,38,11.82,348.1,4.06,78.2,0.491,86.1,1
TAB-01554,48.8,2.38,97.0,14.8,3.5,41,11.52,343.3,3.95,80.7,0.491,86.1,1
TAB-01555,55.0,2.92,96.3,10.5,2.7,31,12.87,352.7,4.35,56.1,0.586,96.1,1
TAB-01556,28.2,2.64,100.0,16.5,3.7,59,11.5,343.6,3.93,78.2,0.562,78.0,1
TAB-01557,53.9,2.33,100.7,10.9,2.6,22,12.43,346.0,4.18,68.7,0.453,90.2,1
TAB-01558,53.1,3.07,98.3,16.3,3.0,34,12.35,357.5,3.91,86.4,0.483,78.3,1
TAB-01559,50.6,2.64,96.3,12.4,3.8,32,11.85,346.5,4.18,82.5,0.536,89.6,1
TAB-01560,48.5,2.69,97.1,14.2,2.7,35,12.91,358.1,4.14,74.8,0.491,89.5,1
TAB-01561,24.3,3.08,96.7,16.0,3.5,57,11.22,345.6,3.81,70.4,0.586,80.1,1
TAB-01562,45.6,2.23,96.0,19.4,4.0,35,11.96,344.9,3.83,112.5,0.38,75.6,1
TAB-01563,67.9,2.13,97.8,15.2,3.1,57,11.76,348.6,3.98,88.9,0.453,81.1,1
TAB-01564,50.1,3.34,99.1,11.0,2.7,37,12.48,351.9,4.36,59.1,0.563,90.7,1
TAB-01565,46.9,2.03,99.0,16.9,2.6,54,12.18,348.3,3.91,85.7,0.503,80.2,1
TAB-01566,50.2,2.51,98.0,14.5,3.7,41,11.14,345.1,3.99,71.7,0.475,91.5,1
TAB-01567,53.5,2.1,98.1,15.1,3.6,32,12.62,348.9,3.98,95.6,0.4,83.8,1
TAB-01568,56.6,2.76,97.8,16.1,3.7,38,12.24,345.9,4.04,94.5,0.474,81.1,1
TAB-01569,47.7,3.21,95.4,10.5,3.0,37,11.48,347.7,4.22,54.9,0.604,93.4,1
TAB-01570,54.2,3.06,98.3,15.0,3.5,30,11.83,352.1,4.06,84.9,0.478,91.1,1
TAB-01571,66.8,4.2,96.8,14.2,3.0,32,11.35,346.4,4.03,74.6,0.495,92.0,1
TAB-01572,60.1,3.54,95.3,17.4,2.6,27,11.91,351.1,3.86,102.5,0.345,79.9,1
TAB-01573,73.4,2.53,98.7,16.5,3.6,33,12.08,354.0,3.88,92.2,0.455,81.7,1
TAB-01574,43.4,2.4,96.8,11.7,3.8,45,11.83,347.7,4.12,62.4,0.523,90.0,1
TAB-01575,66.8,4.35,98.5,17.5,2.5,35,11.77,351.8,3.76,86.0,0.454,86.3,1
TAB-01576,42.1,3.53,99.7,15.9,2.5,48,11.19,347.2,3.83,78.2,0.506,88.9,1
TAB-01577,53.5,3.29,96.1,11.9,3.0,59,12.17,349.4,4.19,58.2,0.732,96.1,1
TAB-01578,57.3,3.04,98.2,15.1,3.5,35,11.04,342.3,3.9,85.3,0.486,85.9,1
TAB-01579,44.9,3.14,94.4,17.1,2.4,39,12.02,347.4,3.89,83.6,0.475,80.9,1
TAB-01580,50.9,2.26,101.1,12.6,3.1,27,11.1,345.1,3.99,83.4,0.479,88.9,1
TAB-01581,59.1,3.08,95.3,17.8,2.7,36,12.03,352.6,3.78,93.6,0.425,78.4,1
TAB-01582,42.9,3.04,97.0,12.0,3.4,49,12.0,352.5,4.16,67.2,0.658,93.7,1
TAB-01583,66.7,2.55,100.7,13.4,2.6,29,12.2,349.0,4.12,96.0,0.393,87.0,1
TAB-01584,36.2,2.73,97.5,13.1,3.4,27,12.43,354.9,4.09,69.4,0.406,88.7,1
TAB-01585,69.4,3.76,95.6,17.8,2.9,35,12.52,355.1,3.89,96.9,0.401,87.9,1
TAB-01586,60.0,2.94,99.4,14.0,2.5,53,11.19,346.1,4.05,72.0,0.601,88.9,1
TAB-01587,49.1,4.04,99.4,12.7,3.0,45,11.97,341.9,4.17,71.7,0.648,93.4,1
TAB-01588,46.0,2.13,96.7,15.9,2.0,58,13.01,350.8,3.98,79.2,0.507,78.9,1
TAB-01589,44.9,2.74,97.0,16.3,2.7,56,12.06,345.2,3.94,82.7,0.53,81.1,1
TAB-01590,48.6,2.23,97.1,16.3,3.2,26,11.58,348.3,3.96,95.9,0.428,76.5,1
TAB-01591,49.5,2.4,97.6,14.5,2.1,22,11.96,348.9,4.01,83.4,0.354,85.8,1
TAB-01592,62.6,2.59,94.2,15.5,1.7,36,11.81,345.0,3.94,89.5,0.464,77.0,1
TAB-01593,69.7,3.16,97.6,13.7,1.8,41,11.41,348.3,4.06,74.5,0.504,92.0,1
TAB-01594,52.0,3.13,101.6,18.3,3.7,41,12.43,348.2,3.93,100.0,0.498,81.0,1
TAB-01595,41.5,2.66,96.2,17.3,3.0,25,12.29,347.7,3.96,96.8,0.395,79.3,1
TAB-01596,44.5,1.89,96.8,17.2,2.7,25,11.33,342.3,3.81,96.3,0.256,75.5,1
TAB-01597,48.2,3.74,95.6,16.6,3.5,22,11.95,352.9,3.95,88.9,0.402,83.9,1
TAB-01598,39.7,2.86,99.2,16.0,2.8,54,11.72,352.5,3.99,82.0,0.438,76.7,1
TAB-01599,38.2,2.44,100.4,12.5,3.1,58,11.2,343.1,4.04,65.6,0.656,90.2,1
TAB-01600,71.0,3.14,100.4,16.3,3.0,25,11.29,350.7,3.85,100.7,0.507,83.4,1
TAB-01601,53.0,3.1,95.5,15.2,2.8,29,11.37,347.2,3.99,93.5,0.334,89.5,1
TAB-01602,41.7,2.84,99.0,17.5,3.1,24,11.97,350.2,3.97,94.4,0.288,80.2,1
TAB-01603,58.2,3.07,100.9,16.6,3.4,55,11.77,348.8,4.0,86.3,0.555,83.1,1
TAB-01604,38.2,2.42,99.0,16.1,2.9,58,11.52,345.9,3.88,79.4,0.54,81.7,1
TAB-01605,39.0,3.38,99.0,11.6,2.8,30,11.8,351.1,4.14,55.9,0.518,89.4,1
TAB-01606,42.0,2.5,97.1,14.8,2.8,32,12.37,353.1,3.99,84.8,0.352,82.1,1
TAB-01607,66.5,2.7,98.4,13.9,1.9,35,12.18,347.6,4.08,82.5,0.496,87.5,1
TAB-01608,47.5,3.32,100.5,15.5,3.1,40,12.5,352.6,3.97,75.3,0.551,83.9,1
TAB-01609,25.6,3.6,98.7,14.2,2.4,47,11.89,355.6,4.0,62.7,0.726,85.5,1
TAB-01610,62.1,3.79,95.5,14.4,3.3,40,12.8,356.1,4.14,73.9,0.617,88.2,1
TAB-01611,46.9,3.53,97.1,15.9,3.0,58,12.17,352.8,3.99,68.3,0.533,84.7,1
TAB-01612,31.5,2.84,100.4,14.1,3.1,24,11.76,352.0,3.93,77.5,0.429,92.3,1
TAB-01613,46.8,2.23,98.6,15.2,3.4,52,12.05,347.2,4.07,75.8,0.546,81.1,1
TAB-01614,55.2,3.7,98.2,12.0,2.5,33,11.38,348.2,4.04,64.2,0.528,91.4,1
TAB-01615,54.0,3.69,96.9,13.3,3.2,35,11.85,353.1,4.02,72.2,0.582,90.1,1
TAB-01616,68.0,2.66,100.4,16.3,3.1,48,12.21,354.1,3.89,91.6,0.534,86.8,1
TAB-01617,41.5,3.46,101.3,12.5,2.9,57,12.31,345.4,4.12,60.6,0.72,95.6,1
TAB-01618,50.5,2.83,100.5,17.5,2.5,49,11.79,346.4,3.81,97.5,0.525,85.4,1
TAB-01619,43.0,3.75,100.9,16.9,3.3,51,13.37,355.3,4.0,77.8,0.568,83.2,1
TAB-01620,34.6,2.74,97.3,14.5,3.4,50,11.91,348.7,3.89,69.4,0.516,86.5,1
TAB-01621,58.9,3.99,97.0,21.0,3.1,33,11.16,345.0,3.62,112.3,0.329,73.3,0
TAB-01622,54.6,3.39,97.7,17.5,2.5,50,12.61,355.8,3.95,86.6,0.532,80.4,1
TAB-01623,52.8,3.9,98.1,13.1,2.7,51,12.3,353.8,4.24,68.3,0.62,88.3,1
TAB-01624,54.3,2.77,100.9,16.5,3.0,41,12.12,352.8,3.96,91.8,0.45,83.0,1
TAB-01625,43.1,3.2,100.3,15.1,3.3,41,11.77,352.1,3.95,88.1,0.571,85.1,1
TAB-01626,39.9,2.52,99.1,13.4,2.2,50,12.2,352.1,4.04,67.5,0.627,86.8,1
TAB-01627,50.4,3.42,95.1,12.9,2.7,53,12.81,353.9,4.18,55.5,0.566,88.0,1
TAB-01628,61.6,3.45,94.6,17.0,2.8,33,12.1,351.7,3.93,93.3,0.44,85.5,1
TAB-01629,66.1,4.2,98.5,13.8,3.0,52,11.26,347.3,3.96,67.2,0.622,84.6,1
TAB-01630,58.0,3.24,99.8,14.8,2.3,53,10.27,337.8,3.84,77.0,0.595,85.8,1
TAB-01631,50.3,3.36,97.8,13.2,2.9,29,12.19,354.5,4.21,75.3,0.388,89.5,1
TAB-01632,52.7,2.76,101.8,13.5,2.8,49,11.51,346.8,4.01,68.6,0.489,81.4,1
TAB-01633,50.1,3.27,95.8,14.7,2.5,27,11.95,345.8,3.91,75.1,0.45,87.5,1
TAB-01634,39.7,2.81,95.6,15.8,2.9,24,11.6,349.2,3.96,86.8,0.433,81.8,1
TAB-01635,50.2,3.06,96.7,9.8,2.7,43,11.56,347.2,4.23,40.5,0.625,97.2,0
TAB-01636,36.7,3.09,96.6,15.0,3.2,56,11.62,342.1,3.87,73.1,0.619,90.5,1
TAB-01637,48.8,2.82,99.1,13.5,2.6,21,11.66,343.8,4.06,75.8,0.438,88.4,1
TAB-01638,66.4,3.03,97.2,17.8,3.0,53,12.39,349.9,3.85,97.6,0.575,83.2,1
TAB-01639,58.2,2.81,94.9,20.9,2.6,40,12.29,351.7,3.76,101.2,0.448,77.2,1
TAB-01640,40.8,2.81,99.8,14.3,2.7,54,11.4,349.0,4.07,70.6,0.539,86.9,1
TAB-01641,49.3,3.54,94.5,11.6,3.1,54,11.46,350.7,4.11,64.0,0.709,90.9,1
TAB-01642,41.7,3.09,95.9,15.2,3.1,55,12.19,352.9,4.06,78.2,0.6,79.5,1
TAB-01643,49.4,3.17,94.8,14.6,2.8,51,12.53,352.9,4.01,78.2,0.696,87.4,1
TAB-01644,60.4,2.27,98.4,18.9,2.9,54,12.52,356.3,3.78,102.8,0.413,74.2,0
TAB-01645,56.5,3.21,98.4,18.3,2.3,27,11.5,350.0,3.88,91.0,0.373,83.1,1
TAB-01646,74.8,3.27,101.8,16.7,3.7,32,12.49,353.7,3.98,96.9,0.388,82.2,1
TAB-01647,61.9,2.8,99.8,13.8,3.3,30,11.11,346.9,4.0,83.3,0.413,87.3,1
TAB-01648,52.0,4.04,100.9,16.4,3.3,50,11.9,350.4,3.98,74.3,0.593,82.0,1
TAB-01649,56.8,1.86,98.6,15.5,2.2,26,12.24,348.8,3.97,91.7,0.373,79.8,1
TAB-01650,48.0,3.39,96.0,15.5,2.7,27,10.96,339.3,3.91,68.8,0.473,82.3,1
TAB-01651,38.7,3.36,98.3,11.9,2.8,55,13.05,354.8,4.29,53.8,0.682,89.2,1
TAB-01652,63.1,3.27,99.2,17.1,2.0,48,12.66,359.1,3.9,85.3,0.5,82.1,1
TAB-01653,60.1,3.09,99.4,15.2,3.4,55,12.32,352.2,4.1,86.1,0.563,83.5,1
TAB-01654,47.6,3.28,97.1,14.8,3.7,26,11.52,348.5,4.03,79.9,0.397,94.0,1
TAB-01655,52.7,3.43,99.0,13.8,4.0,36,11.97,353.7,3.99,74.3,0.49,91.3,1
TAB-01656,62.4,2.64,96.1,13.4,2.5,31,12.4,352.3,4.13,77.5,0.467,91.0,1
TAB-01657,58.5,3.15,95.9,15.6,3.1,20,11.44,345.1,3.9,87.2,0.407,84.3,1
TAB-01658,35.4,2.91,95.8,11.5,3.7,31,11.91,349.4,4.24,67.5,0.558,91.3,1
TAB-01659,52.4,2.45,98.0,16.6,2.9,35,12.46,347.8,3.9,82.3,0.447,79.0,1
TAB-01660,48.3,3.36,95.6,12.9,2.7,24,11.25,347.5,4.21,77.3,0.556,98.1,1
TAB-01661,61.1,2.72,97.2,10.9,2.1,43,12.17,347.8,4.21,60.3,0.533,92.6,1
TAB-01662,60.3,2.25,99.8,18.6,3.6,35,11.12,346.9,3.77,113.1,0.355,74.2,0
TAB-01663,63.2,2.73,95.9,13.3,3.0,22,11.53,345.6,4.11,67.1,0.386,86.0,1
TAB-01664,38.8,2.6,97.0,13.6,2.6,48,11.75,345.5,4.04,57.2,0.614,87.1,1
TAB-01665,42.2,3.51,98.1,17.3,3.1,49,12.26,352.0,3.91,83.3,0.501,85.9,1
TAB-01666,61.1,3.08,98.5,18.7,3.1,53,11.65,349.5,3.75,99.1,0.554,81.6,1
TAB-01667,44.1,3.69,97.0,11.9,3.1,39,12.06,348.1,4.12,57.6,0.666,90.6,1
TAB-01668,34.8,2.67,99.6,13.1,2.9,59,11.66,346.1,4.07,66.1,0.636,84.7,1
TAB-01669,55.3,3.44,99.2,13.2,3.8,57,11.73,349.9,4.05,71.6,0.655,93.8,1
TAB-01670,44.5,4.42,100.3,16.9,2.9,42,12.63,360.0,3.94,83.7,0.546,91.6,1
TAB-01671,67.9,3.18,97.8,18.3,3.8,38,11.42,339.9,3.76,101.9,0.416,79.4,1
TAB-01672,53.0,3.43,97.0,12.8,3.3,20,12.38,354.6,4.17,74.6,0.443,94.4,1
TAB-01673,51.6,3.35,96.6,17.8,3.2,48,12.0,349.5,3.82,87.5,0.496,76.1,1
TAB-01674,46.3,2.29,98.6,13.6,2.9,43,11.71,345.7,4.03,74.6,0.597,83.0,1
TAB-01675,65.9,3.29,97.2,15.7,3.5,58,11.39,345.5,3.95,75.7,0.537,82.3,1
TAB-01676,53.6,3.15,96.9,12.5,3.1,44,11.43,346.3,4.08,62.3,0.588,92.0,1
TAB-01677,45.9,2.87,97.1,14.8,2.5,60,11.63,349.8,3.92,74.3,0.633,84.4,1
TAB-01678,42.1,2.56,96.6,14.8,2.5,54,11.92,347.1,4.0,72.0,0.539,84.4,1
TAB-01679,49.3,3.35,98.4,14.4,3.2,58,12.3,357.2,4.08,66.3,0.641,90.9,1
TAB-01680,40.2,2.51,95.2,15.8,2.5,33,11.85,350.1,4.0,87.7,0.351,79.6,1
TAB-01681,60.3,4.07,98.6,13.0,3.0,26,11.88,352.1,4.05,72.7,0.59,93.0,1
TAB-01682,31.9,3.06,99.4,13.2,3.5,52,11.96,349.4,4.06,63.7,0.654,83.8,1
TAB-01683,48.6,2.39,96.8,15.9,3.2,51,12.24,353.5,3.95,83.3,0.504,84.8,1
TAB-01684,56.1,2.74,101.8,17.7,2.6,28,12.32,355.1,3.87,100.7,0.332,82.5,1
TAB-01685,53.4,2.86,98.0,15.0,3.7,51,11.31,342.8,3.95,84.2,0.587,85.9,1
TAB-01686,42.8,4.21,94.9,16.0,3.3,43,11.86,349.6,3.97,78.1,0.499,86.6,1
TAB-01687,56.6,2.56,97.4,16.5,3.5,24,12.61,354.1,4.04,90.9,0.319,79.4,1
TAB-01688,41.1,2.94,98.1,16.7,1.9,40,11.34,349.4,3.85,83.4,0.462,76.9,1
TAB-01689,49.8,2.73,98.9,13.1,3.2,57,12.04,348.7,4.03,64.9,0.687,88.9,1
TAB-01690,56.5,3.25,97.5,13.4,3.4,40,11.91,347.8,4.1,67.8,0.577,91.5,1
TAB-01691,54.6,2.74,96.0,13.6,3.9,52,11.72,348.3,4.05,76.1,0.54,93.3,1
TAB-01692,43.2,2.43,95.8,18.9,2.3,21,12.8,357.3,3.89,107.8,0.216,74.1,0
TAB-01693,62.0,2.9,96.7,16.0,3.6,49,12.02,350.0,3.89,90.1,0.522,84.1,1
TAB-01694,50.9,2.85,96.9,15.9,3.8,58,12.76,349.7,4.02,76.9,0.576,86.1,1
TAB-01695,57.4,2.7,95.7,15.7,2.0,40,12.0,349.8,3.9,85.4,0.467,86.5,1
TAB-01696,65.3,2.73,96.5,12.4,3.2,34,12.23,353.0,4.18,73.6,0.597,88.4,1
TAB-01697,61.2,3.59,99.3,18.9,3.3,46,11.71,349.4,3.76,99.1,0.475,78.7,1
TAB-01698,61.2,2.84,101.3,16.0,2.8,57,11.72,352.0,3.9,83.2,0.442,81.6,1
TAB-01699,51.9,2.43,99.5,16.4,2.8,27,12.2,352.5,3.87,93.8,0.358,77.8,1
TAB-01700,57.9,2.77,100.6,11.5,3.3,36,12.21,350.4,4.25,66.2,0.563,96.2,1
TAB-01701,52.1,3.03,99.9,16.6,2.7,26,12.3,351.7,3.94,97.1,0.421,82.3,1
TAB-01702,37.9,2.33,99.7,14.3,2.9,40,12.19,344.1,4.06,72.9,0.471,83.6,1
TAB-01703,53.0,3.81,97.3,12.4,3.4,42,11.33,351.9,4.03,62.8,0.585,93.6,1
TAB-01704,52.6,3.43,98.3,13.1,3.9,58,11.6,347.9,3.97,70.6,0.549,90.4,1
TAB-01705,55.8,3.72,97.2,12.5,3.3,37,12.42,352.4,4.14,62.5,0.573,91.8,1
TAB-01706,48.7,3.2,97.6,12.4,3.1,43,11.02,343.8,4.01,61.5,0.558,88.4,1
TAB-01707,42.4,1.95,98.1,15.1,2.7,55,12.15,350.0,4.02,82.8,0.535,85.9,1
TAB-01708,56.6,3.77,99.4,14.2,2.5,33,11.94,347.9,4.02,67.6,0.543,87.5,1
TAB-01709,36.9,2.57,98.8,15.7,3.6,47,12.42,348.3,3.97,85.2,0.562,78.9,1
TAB-01710,64.6,2.61,97.7,18.4,2.9,50,12.21,350.1,3.78,95.9,0.417,77.6,1
TAB-01711,47.7,3.08,98.1,14.7,3.6,33,11.67,346.6,3.98,83.1,0.41,92.1,1
TAB-01712,52.5,3.69,98.9,10.5,2.8,27,11.65,350.6,4.15,52.2,0.528,93.7,1
TAB-01713,55.6,3.53,99.3,14.5,2.7,40,11.74,348.0,4.06,81.3,0.5,90.0,1
TAB-01714,55.9,3.45,95.0,17.4,3.2,34,12.29,357.1,3.92,86.9,0.405,81.1,1
TAB-01715,35.9,2.84,95.8,14.8,3.0,31,10.85,346.0,3.92,83.5,0.521,84.9,1
TAB-01716,58.2,2.84,100.2,18.1,2.4,59,12.08,352.1,3.84,85.0,0.533,81.6,1
TAB-01717,53.0,3.17,97.9,15.9,3.9,40,11.56,346.3,3.92,95.1,0.59,78.7,1
TAB-01718,43.6,2.93,97.2,11.3,2.7,54,12.1,357.6,4.15,55.4,0.641,89.2,1
TAB-01719,42.5,3.44,97.5,15.2,3.5,28,12.17,350.4,3.95,91.7,0.398,88.2,1
TAB-01720,46.7,3.42,97.5,15.6,3.4,58,11.17,344.5,3.89,71.7,0.556,85.2,1
TAB-01721,37.0,3.3,99.1,17.2,2.4,52,11.89,352.1,3.91,79.7,0.582,81.6,1
TAB-01722,67.2,1.74,95.8,18.6,2.5,52,12.08,348.4,3.73,109.3,0.369,76.9,1
TAB-01723,64.9,3.06,98.0,16.8,2.8,36,12.04,347.9,3.89,85.6,0.473,79.6,1
TAB-01724,54.5,2.95,98.5,15.9,2.6,39,11.94,356.2,4.04,81.4,0.459,86.5,1
TAB-01725,47.8,3.08,98.8,16.4,3.9,44,11.39,350.0,3.9,89.0,0.449,84.9,1
TAB-01726,48.0,2.62,98.4,14.7,2.9,52,11.47,346.6,4.04,71.0,0.615,85.2,1
TAB-01727,57.6,2.34,99.0,12.1,3.4,54,11.31,352.4,4.05,69.5,0.566,90.6,1
TAB-01728,67.6,3.23,96.9,15.1,3.3,23,12.28,354.3,4.0,89.2,0.384,89.9,1
TAB-01729,44.3,2.82,96.1,15.7,3.1,56,11.94,349.3,4.01,71.2,0.553,80.9,1
TAB-01730,38.8,3.29,102.9,12.6,3.0,57,11.97,357.3,4.15,63.9,0.625,92.1,1
TAB-01731,65.5,2.66,97.4,17.7,3.6,44,11.15,347.0,3.78,91.8,0.559,84.7,1
TAB-01732,32.1,3.71,97.6,17.0,2.6,27,11.98,353.2,3.83,89.7,0.486,84.1,1
TAB-01733,39.9,3.5,99.4,12.3,3.9,53,12.32,351.4,4.23,60.3,0.614,90.8,1
TAB-01734,47.5,3.15,101.2,17.7,2.4,42,11.08,345.8,3.9,88.3,0.439,86.8,1
TAB-01735,34.4,2.89,96.9,14.4,3.4,53,11.73,347.2,3.93,65.8,0.469,85.8,1
TAB-01736,61.1,3.43,96.0,13.4,2.3,53,11.21,351.2,4.07,68.8,0.622,94.1,1
TAB-01737,58.6,3.2,95.5,17.2,2.8,23,11.79,344.5,3.85,91.8,0.347,80.4,1
TAB-01738,44.3,3.12,101.2,14.9,3.0,44,11.55,352.1,3.94,82.6,0.534,88.5,1
TAB-01739,62.8,3.52,95.9,18.8,2.8,39,12.19,349.4,3.84,104.9,0.348,78.0,1
TAB-01740,64.5,3.71,97.9,13.3,2.9,58,12.08,351.7,4.03,73.5,0.658,92.2,1
TAB-01741,48.9,2.37,96.0,11.5,2.3,32,12.65,351.1,4.24,68.0,0.582,88.2,1
TAB-01742,45.5,2.47,95.1,14.4,2.5,28,11.97,347.3,3.94,79.4,0.429,90.0,1
TAB-01743,72.6,2.61,97.4,16.6,3.2,56,12.17,352.1,3.96,88.6,0.49,81.1,1
TAB-01744,57.2,2.25,96.1,13.1,3.0,26,11.72,347.1,4.18,78.3,0.428,83.5,1
TAB-01745,52.6,2.97,96.6,12.3,2.7,47,11.45,345.2,4.05,65.7,0.586,90.6,1
TAB-01746,63.6,3.3,102.0,15.5,3.7,32,12.42,353.1,4.01,89.4,0.575,87.3,1
TAB-01747,53.0,2.99,98.8,12.1,2.4,43,12.62,351.0,4.2,70.1,0.555,90.9,1
TAB-01748,44.9,2.73,99.9,15.6,2.8,45,12.35,349.6,4.05,81.7,0.437,80.3,1
TAB-01749,50.8,3.56,99.6,14.3,2.7,37,12.07,347.0,4.06,67.4,0.526,91.2,1
TAB-01750,60.4,3.07,97.8,16.0,3.3,59,11.51,346.4,3.95,79.5,0.589,87.5,1
TAB-01751,30.1,3.17,97.1,12.2,3.0,25,12.57,354.7,4.17,73.6,0.518,85.1,1
TAB-01752,47.1,3.58,98.5,17.6,2.9,36,12.29,352.7,3.92,82.9,0.493,78.8,1
TAB-01753,63.8,2.94,98.3,14.6,2.1,37,13.01,360.4,3.95,83.9,0.588,85.8,1
TAB-01754,44.9,4.03,96.9,16.5,3.4,45,11.42,357.0,3.9,78.8,0.517,83.2,1
TAB-01755,65.5,2.78,98.3,16.9,2.9,36,12.43,350.3,3.89,90.3,0.398,82.8,1
TAB-01756,64.1,4.0,96.6,12.7,3.1,24,12.27,350.9,4.13,73.2,0.423,98.9,1
TAB-01757,49.3,2.51,97.7,16.8,2.6,58,11.83,351.6,3.93,92.8,0.563,78.8,1
TAB-01758,44.3,3.26,97.3,12.1,2.5,37,12.68,354.9,4.13,65.1,0.509,95.9,1
TAB-01759,47.1,2.68,95.5,12.3,3.7,34,12.2,353.8,4.21,69.4,0.552,85.0,1
TAB-01760,76.6,3.56,93.3,18.9,2.1,38,11.53,350.0,3.75,94.6,0.414,81.5,1
