lot_id,datum,leverancier,grondstof,zuiverheid_pct,vochtgehalte_pct,deeltjesgrootte_d50_um,deeltjesgrootte_d90_um,bulkdichtheid_gmL,tapdichtheid_gmL,carr_index_pct,zware_metalen_ppm,microbieel_CFUg,besluit
LOT-01150,2024-06-21,Leverancier_A,Lactose,99.56,1.93,83.1,147.5,0.429,0.536,19.8,6.3,50,goedgekeurd
LOT-01151,2024-09-17,Leverancier_A,Lactose,99.36,1.87,94.1,179.6,0.406,0.508,20.1,9.1,0,goedgekeurd
LOT-01152,2025-01-31,Leverancier_B,Cellulose_MCC,98.94,2.11,70.3,122.1,0.479,0.621,22.8,10.3,0,hertest
LOT-01153,2024-12-10,Leverancier_D,Paracetamol_API,99.32,1.24,83.3,142.5,0.445,0.568,21.6,9.2,10,goedgekeurd
LOT-01154,2024-11-13,Leverancier_C,Lactose,99.69,1.73,88.2,153.6,0.384,0.44,12.9,6.5,10,goedgekeurd
LOT-01155,2024-06-01,Leverancier_C,Paracetamol_API,99.57,1.94,72.9,128.8,0.464,0.556,16.5,11.7,0,goedgekeurd
LOT-01156,2024-09-14,Leverancier_C,Paracetamol_API,99.35,2.27,75.7,145.9,0.459,0.571,19.6,6.1,10,goedgekeurd
LOT-01157,2025-01-10,Leverancier_B,Cellulose_MCC,99.72,1.97,77.1,147.8,0.438,0.547,19.9,8.6,100,goedgekeurd
LOT-01158,2024-07-04,Leverancier_A,Cellulose_MCC,99.47,1.62,85.3,148.0,0.426,0.529,19.4,9.0,0,goedgekeurd
LOT-01159,2024-07-07,Leverancier_C,Lactose,99.67,1.86,83.1,142.5,0.54,0.718,24.7,12.0,0,goedgekeurd
LOT-01160,2024-06-22,Leverancier_C,Lactose,98.77,2.22,64.3,109.4,0.464,0.605,23.4,5.7,50,hertest
LOT-01161,2024-06-27,Leverancier_A,Paracetamol_API,99.1,2.15,70.5,129.5,0.469,0.577,18.7,6.9,10,goedgekeurd
LOT-01162,2024-08-04,Leverancier_D,Paracetamol_API,99.71,1.84,96.2,176.9,0.534,0.665,19.7,8.0,0,goedgekeurd
LOT-01163,2024-10-01,Leverancier_D,Paracetamol_API,99.85,1.5,95.0,172.2,0.518,0.632,18.0,7.7,10,goedgekeurd
LOT-01164,2025-01-13,Leverancier_C,Lactose,99.63,2.47,59.5,105.5,0.369,0.479,22.9,6.0,10,goedgekeurd
LOT-01165,2025-01-08,Leverancier_B,Lactose,99.51,2.19,81.2,144.3,0.421,0.52,19.0,6.1,0,goedgekeurd
LOT-01166,2025-04-17,Leverancier_B,Magnesiumstearaat,99.23,1.41,84.5,149.2,0.417,0.508,18.0,7.0,10,goedgekeurd
LOT-01167,2024-06-13,Leverancier_A,Magnesiumstearaat,99.48,1.69,59.3,111.2,0.444,0.559,20.7,6.0,0,goedgekeurd
LOT-01168,2025-03-29,Leverancier_A,Lactose,99.28,2.02,84.6,142.3,0.424,0.514,17.5,6.0,500,goedgekeurd
LOT-01169,2025-01-23,Leverancier_A,Magnesiumstearaat,99.34,1.96,63.2,110.6,0.451,0.591,23.7,7.1,0,goedgekeurd
LOT-01170,2025-01-25,Leverancier_B,Paracetamol_API,99.78,1.32,87.6,150.6,0.472,0.603,21.7,6.3,0,goedgekeurd
LOT-01171,2024-07-13,Leverancier_C,Paracetamol_API,99.41,1.98,73.8,145.5,0.411,0.481,14.6,7.1,10,goedgekeurd
LOT-01172,2025-04-03,Leverancier_B,Paracetamol_API,99.45,1.92,84.1,155.4,0.422,0.545,22.7,6.7,0,goedgekeurd
LOT-01173,2025-02-18,Leverancier_A,Paracetamol_API,99.67,1.85,78.5,135.8,0.43,0.546,21.2,5.9,10,goedgekeurd
LOT-01174,2025-05-13,Leverancier_C,Lactose,99.09,2.08,78.5,139.3,0.466,0.586,20.5,7.5,500,goedgekeurd
LOT-01175,2024-11-15,Leverancier_D,Lactose,99.24,1.63,71.8,133.1,0.462,0.545,15.3,9.7,0,goedgekeurd
LOT-01176,2025-02-05,Leverancier_B,Paracetamol_API,100.0,1.45,68.8,136.1,0.489,0.572,14.5,7.5,100,goedgekeurd
LOT-01177,2025-04-24,Leverancier_A,Paracetamol_API,99.34,1.65,74.9,141.1,0.453,0.605,25.1,9.3,0,goedgekeurd
LOT-01178,2024-06-13,Leverancier_C,Cellulose_MCC,99.31,2.36,82.4,150.3,0.403,0.505,20.1,6.5,500,goedgekeurd
LOT-01179,2024-12-14,Leverancier_A,Cellulose_MCC,99.71,2.16,90.6,158.3,0.442,0.546,19.1,8.3,0,goedgekeurd
LOT-01180,2025-01-27,Leverancier_A,Lactose,99.41,2.41,71.3,127.9,0.405,0.491,17.6,5.1,10,goedgekeurd
LOT-01181,2024-12-30,Leverancier_A,Paracetamol_API,99.43,1.88,101.9,181.9,0.47,0.581,19.1,12.4,1000,afgekeurd
LOT-01182,2025-02-07,Leverancier_B,Lactose,99.41,2.14,68.8,120.9,0.49,0.631,22.4,7.2,500,goedgekeurd
LOT-01183,2024-08-11,Leverancier_B,Paracetamol_API,99.74,1.93,83.5,149.6,0.501,0.645,22.3,9.5,100,goedgekeurd
LOT-01184,2025-04-04,Leverancier_B,Paracetamol_API,99.1,1.58,87.1,161.5,0.447,0.575,22.2,7.0,10,goedgekeurd
LOT-01185,2024-09-27,Leverancier_D,Paracetamol_API,99.36,2.04,92.6,162.9,0.455,0.542,16.1,8.2,10,goedgekeurd
LOT-01186,2025-04-05,Leverancier_B,Cellulose_MCC,99.62,1.74,78.3,136.2,0.507,0.64,20.8,6.2,10,goedgekeurd
LOT-01187,2024-11-17,Leverancier_B,Lactose,98.94,1.89,104.2,189.1,0.446,0.526,15.2,8.4,10,hertest
LOT-01188,2024-11-18,Leverancier_D,Lactose,100.0,1.73,105.3,193.4,0.474,0.585,19.0,8.0,10,goedgekeurd
LOT-01189,2024-07-30,Leverancier_A,Paracetamol_API,99.46,2.07,75.4,143.8,0.445,0.545,18.5,5.6,0,goedgekeurd
LOT-01190,2025-02-12,Leverancier_B,Cellulose_MCC,99.78,2.31,84.4,156.9,0.494,0.582,15.2,6.0,10,goedgekeurd
LOT-01191,2025-02-13,Leverancier_B,Paracetamol_API,100.0,1.65,81.8,149.9,0.523,0.679,22.9,6.6,0,goedgekeurd
LOT-01192,2025-03-07,Leverancier_B,Lactose,99.73,1.74,67.0,119.5,0.484,0.583,16.9,9.1,0,goedgekeurd
LOT-01193,2025-05-26,Leverancier_D,Lactose,99.81,1.96,84.1,152.5,0.428,0.574,25.5,7.8,0,goedgekeurd
LOT-01194,2024-08-29,Leverancier_A,Magnesiumstearaat,99.45,1.86,75.0,132.1,0.443,0.499,11.3,5.8,0,goedgekeurd
LOT-01195,2024-09-19,Leverancier_D,Lactose,100.0,1.65,100.6,176.8,0.498,0.664,24.9,8.3,1000,afgekeurd
LOT-01196,2025-01-26,Leverancier_B,Paracetamol_API,99.09,2.35,71.5,128.2,0.401,0.478,16.1,9.8,0,goedgekeurd
LOT-01197,2024-09-12,Leverancier_B,Paracetamol_API,99.57,1.76,66.3,118.5,0.459,0.587,21.9,6.3,100,goedgekeurd
LOT-01198,2024-07-14,Leverancier_C,Magnesiumstearaat,99.61,1.64,72.1,129.1,0.438,0.551,20.4,5.7,0,goedgekeurd
LOT-01199,2024-11-03,Leverancier_A,Paracetamol_API,99.12,2.01,65.6,122.2,0.433,0.572,24.2,5.2,500,goedgekeurd
