sample_id,interventie,omgevingstemp_C,operator_ervaring_jaar,katalysator_type,roersnelheid_RPM,koelwater_temp_C,luchtvochtigheid_pct,druk_bar,activeringsenergie_kJmol,reactor_temp_C,menging_index,selectiviteit,conversie,opbrengst_pct,energieverbruik_kWh,vochtgehalte_product_pct
CI-02668,observatie,23.2,18.4,Pd/C,296,23.8,68.6,4.97,48.1,154.9,0.774,0.917,0.7464,70.2,57.0,1.33
CI-02669,observatie,7.0,15.0,Ni/SiO2,257,18.7,47.0,7.34,57.7,153.6,0.809,0.772,0.7727,58.3,50.7,1.32
CI-02670,observatie,21.6,1.3,Pd/C,193,24.5,68.7,5.6,48.9,155.7,0.752,0.913,0.7721,71.2,48.6,2.03
CI-02671,observatie,18.3,1.9,Pt/Al2O3,203,22.4,68.4,5.1,45.9,152.0,0.803,0.892,0.7243,63.9,51.1,1.4
CI-02672,observatie,14.9,15.8,Pt/Al2O3,275,21.8,64.0,2.11,48.4,147.7,0.791,0.819,0.6828,56.2,51.5,1.75
CI-02673,observatie,35.3,7.5,Pd/C,228,29.9,86.9,8.61,53.1,160.1,0.775,0.866,0.7887,69.5,52.0,2.27
CI-02674,observatie,25.8,6.1,Pd/C,255,24.0,75.3,7.51,50.4,160.2,0.78,0.923,0.7791,71.6,55.4,1.93
CI-02675,observatie,15.2,5.3,Pt/Al2O3,248,20.0,58.2,5.06,47.3,152.9,0.765,0.868,0.7468,66.3,53.8,1.41
CI-02676,observatie,12.6,11.2,Ni/SiO2,267,22.1,69.5,1.51,57.4,145.5,0.795,0.79,0.6517,50.1,51.4,2.39
CI-02677,observatie,22.3,4.3,Pd/C,238,23.2,64.7,9.64,46.2,159.4,0.747,0.897,0.8379,76.8,52.8,1.46
CI-02678,observatie,28.2,8.5,Pt/Al2O3,238,26.8,72.2,8.59,44.4,162.9,0.798,0.871,0.8008,69.3,54.1,1.72
CI-02679,observatie,20.8,9.4,Ni/SiO2,227,23.7,71.5,5.39,60.0,152.9,0.747,0.798,0.6626,52.8,52.0,1.73
CI-02680,observatie,19.7,5.0,Pd/C,237,23.7,69.0,1.92,49.1,145.7,0.731,0.907,0.6874,60.8,52.7,2.63
CI-02681,observatie,18.1,11.0,Ni/SiO2,259,22.7,62.9,3.57,62.4,146.0,0.797,0.766,0.6724,51.1,53.9,2.3
CI-02682,observatie,26.1,18.5,Pt/Al2O3,300,23.3,64.9,9.35,45.6,165.7,0.801,0.882,0.8111,72.3,60.8,1.53
CI-02683,observatie,11.7,7.2,Pt/Al2O3,259,20.6,54.1,3.21,44.1,147.5,0.796,0.85,0.6788,57.4,52.4,1.79
CI-02684,observatie,19.2,14.6,Pd/C,274,23.2,70.3,3.84,48.5,153.9,0.827,0.917,0.7362,67.7,53.8,1.86
CI-02685,do(roersnelheid=300),40.4,7.1,Pd/C,300,30.5,95.0,1.01,49.4,147.1,0.827,0.865,0.6882,58.2,51.2,2.39
CI-02686,observatie,17.3,7.6,Ni/SiO2,258,20.9,65.2,3.07,57.7,144.8,0.734,0.803,0.6533,51.4,49.8,2.14
CI-02687,observatie,24.8,13.3,Ni/SiO2,266,25.3,60.3,6.48,59.9,155.8,0.831,0.799,0.7358,58.9,57.3,2.03
CI-02688,observatie,29.6,8.4,Ni/SiO2,244,25.3,71.5,8.23,60.1,160.1,0.804,0.793,0.7689,62.0,57.9,2.1
CI-02689,observatie,12.2,13.7,Pt/Al2O3,253,19.7,65.9,7.58,47.7,156.4,0.863,0.84,0.7976,69.0,52.8,1.76
CI-02690,observatie,2.7,15.9,Ni/SiO2,277,16.2,52.1,7.79,62.6,153.8,0.803,0.817,0.7368,60.4,53.8,1.1
CI-02691,observatie,23.0,0.2,Pd/C,219,24.3,62.3,4.73,46.9,155.0,0.806,0.891,0.7411,66.1,50.9,1.87
CI-02692,observatie,32.5,3.0,Pd/C,206,29.0,77.4,7.85,46.3,163.1,0.794,0.932,0.833,77.8,55.2,2.15
CI-02693,observatie,10.4,6.9,Pt/Al2O3,196,18.6,54.8,6.93,46.5,158.0,0.773,0.837,0.7546,66.3,50.3,1.4
CI-02694,observatie,4.3,15.2,Ni/SiO2,282,19.9,47.7,8.17,63.5,155.9,0.797,0.804,0.7409,59.0,56.0,1.66
CI-02695,do(druk=8),10.5,8.4,Ni/SiO2,249,18.6,51.8,8.0,62.6,152.1,0.786,0.786,0.723,57.3,54.9,1.19
CI-02696,observatie,20.7,18.1,Pt/Al2O3,261,24.0,65.4,9.55,43.9,164.6,0.76,0.848,0.7986,68.2,57.6,1.26
CI-02697,observatie,12.7,14.2,Pd/C,275,19.0,57.3,7.76,51.1,153.5,0.772,0.906,0.7573,68.6,54.2,2.22
CI-02698,observatie,21.7,13.3,Ni/SiO2,307,23.1,68.2,2.77,58.7,149.3,0.801,0.771,0.6706,52.0,54.2,2.07
CI-02699,observatie,12.2,2.4,Pd/C,211,20.6,56.9,2.97,51.2,149.8,0.739,0.935,0.6865,63.4,49.4,2.4
CI-02700,observatie,37.4,16.2,Ni/SiO2,266,32.6,76.1,9.98,62.2,165.7,0.827,0.818,0.7877,64.5,57.6,1.63
CI-02701,observatie,24.7,0.3,Pd/C,206,24.2,68.7,7.91,48.5,159.5,0.776,0.926,0.7554,69.8,52.8,1.88
CI-02702,do(roersnelheid=300),15.7,4.7,Pd/C,300,20.3,54.6,4.68,48.1,154.5,0.845,0.897,0.7432,66.1,50.8,1.6
CI-02703,observatie,19.9,1.4,Pd/C,224,23.2,53.3,8.03,50.8,161.2,0.752,0.948,0.7763,74.2,54.4,1.42
CI-02704,observatie,13.4,9.8,Ni/SiO2,298,20.2,59.9,2.66,57.3,144.0,0.776,0.793,0.6762,54.5,52.8,2.27
CI-02705,observatie,33.7,18.8,Pd/C,296,29.0,72.7,5.5,50.8,158.6,0.825,0.909,0.7207,64.1,58.2,1.54
CI-02706,observatie,9.7,2.5,Pt/Al2O3,214,17.3,54.4,8.81,45.5,158.2,0.786,0.841,0.7944,67.6,53.3,1.33
CI-02707,observatie,14.3,10.0,Pd/C,220,20.2,69.2,3.69,50.4,146.2,0.774,0.903,0.7026,63.7,55.0,1.62
CI-02708,observatie,33.7,17.0,Pt/Al2O3,291,30.5,87.1,1.82,42.8,156.9,0.806,0.879,0.7187,62.9,57.5,2.24
CI-02709,observatie,24.1,3.6,Ni/SiO2,221,24.4,67.0,9.22,55.5,163.9,0.745,0.817,0.7882,63.6,57.1,1.32
CI-02710,do(druk=8),4.0,3.5,Ni/SiO2,226,16.7,57.5,8.0,59.4,157.5,0.708,0.784,0.7644,59.3,51.9,1.84
CI-02711,observatie,20.9,11.3,Ni/SiO2,247,24.5,56.2,7.73,59.8,160.5,0.804,0.814,0.7498,61.1,52.2,1.45
CI-02712,observatie,30.5,8.8,Pd/C,231,24.8,78.5,9.13,51.5,161.9,0.775,0.912,0.7581,69.6,57.0,2.03
CI-02713,observatie,30.6,17.5,Pt/Al2O3,288,26.5,69.7,8.32,45.3,162.6,0.792,0.865,0.7906,68.6,57.8,1.86
CI-02714,observatie,18.9,12.8,Pt/Al2O3,266,20.5,63.0,5.78,45.1,156.0,0.795,0.879,0.7553,67.3,55.1,1.53
CI-02715,observatie,22.1,4.6,Pt/Al2O3,268,24.4,61.9,2.97,44.4,154.0,0.763,0.874,0.743,65.8,53.3,1.02
CI-02716,observatie,27.1,4.9,Pd/C,258,26.3,71.7,3.34,50.1,151.8,0.755,0.914,0.6745,62.1,55.5,1.6
CI-02717,do(roersnelheid=300),20.0,9.1,Pt/Al2O3,300,22.0,70.1,5.67,47.6,155.7,0.797,0.875,0.7503,66.1,55.6,1.83
CI-02718,observatie,16.0,10.8,Pt/Al2O3,270,22.7,60.2,7.0,45.9,157.3,0.824,0.899,0.7663,67.8,57.0,2.23
CI-02719,observatie,22.0,5.8,Ni/SiO2,240,24.0,80.0,7.09,59.7,157.5,0.824,0.797,0.7492,59.3,57.3,1.84
CI-02720,do(roersnelheid=300),19.3,0.8,Pt/Al2O3,300,23.0,59.9,1.31,45.4,150.0,0.778,0.889,0.6945,62.9,46.6,1.7
CI-02721,observatie,20.5,6.0,Ni/SiO2,212,23.6,67.1,3.52,59.6,144.9,0.775,0.773,0.676,52.2,48.1,1.34
CI-02722,observatie,29.1,17.5,Ni/SiO2,260,27.0,68.3,1.06,57.5,149.5,0.804,0.806,0.6732,53.4,51.7,1.44
CI-02723,observatie,39.9,9.0,Ni/SiO2,241,30.7,85.9,5.73,61.6,158.0,0.811,0.82,0.7312,60.6,53.8,1.76
CI-02724,observatie,23.9,15.2,Pd/C,232,25.1,71.3,4.38,47.3,157.9,0.733,0.873,0.7511,66.2,51.0,1.95
CI-02725,observatie,23.5,9.0,Pd/C,253,24.8,75.4,9.69,52.5,162.3,0.797,0.962,0.8352,80.8,57.8,1.66
CI-02726,observatie,24.9,9.1,Pt/Al2O3,239,25.3,77.3,2.05,44.9,150.2,0.764,0.83,0.6757,56.6,50.3,2.13
CI-02727,observatie,30.3,9.2,Pd/C,252,26.6,72.0,9.51,47.4,164.8,0.786,0.909,0.8026,71.9,53.9,1.91
CI-02728,observatie,20.7,17.9,Pd/C,293,23.1,75.4,6.7,52.5,157.3,0.797,0.936,0.7242,67.4,57.4,1.89
CI-02729,observatie,14.9,14.0,Ni/SiO2,268,20.6,60.0,6.33,59.4,155.1,0.763,0.831,0.7028,59.2,54.3,0.97
CI-02730,observatie,18.0,9.6,Pt/Al2O3,280,21.8,62.7,7.41,46.1,159.2,0.8,0.868,0.7793,67.4,57.0,1.68
CI-02731,observatie,14.8,3.4,Pd/C,209,22.2,59.0,4.02,51.5,151.6,0.762,0.923,0.7076,66.9,49.1,2.32
CI-02732,observatie,12.0,2.8,Pt/Al2O3,194,20.3,60.3,9.77,47.2,165.6,0.72,0.84,0.8045,67.0,55.3,1.36
CI-02733,do(roersnelheid=300),11.6,3.1,Pt/Al2O3,300,18.8,52.9,6.43,43.8,157.1,0.841,0.852,0.7742,64.9,50.2,1.37
CI-02734,observatie,6.9,2.7,Pd/C,207,17.5,56.9,3.59,50.7,149.1,0.779,0.902,0.7202,65.9,52.3,1.27
CI-02735,observatie,7.0,10.2,Pd/C,225,17.6,59.2,4.03,51.3,149.2,0.789,0.903,0.7138,64.1,50.3,1.82
CI-02736,observatie,18.5,4.4,Pd/C,245,22.6,69.7,4.93,52.5,154.3,0.775,0.916,0.7151,65.9,50.9,1.8
CI-02737,observatie,23.5,0.2,Pd/C,217,24.8,73.8,7.11,49.6,158.5,0.809,0.927,0.7853,73.0,52.8,1.36
CI-02738,observatie,23.5,9.2,Pt/Al2O3,221,25.3,63.0,4.18,42.0,155.5,0.749,0.831,0.7195,60.9,50.2,1.39
CI-02739,observatie,13.7,16.6,Ni/SiO2,277,21.2,66.1,2.04,65.2,142.6,0.812,0.817,0.6466,51.7,52.1,1.85
CI-02740,observatie,22.2,11.9,Pt/Al2O3,271,23.4,66.7,4.33,44.9,155.4,0.793,0.858,0.7493,64.0,50.0,2.34
CI-02741,observatie,17.3,14.8,Pd/C,266,22.5,64.8,1.37,49.3,146.0,0.781,0.886,0.6941,61.7,51.8,2.05
CI-02742,observatie,14.2,18.0,Pd/C,264,19.4,69.3,9.47,48.7,159.8,0.78,0.937,0.7854,74.1,55.9,1.66
CI-02743,observatie,20.9,5.5,Pd/C,242,25.1,73.3,2.84,50.6,150.6,0.754,0.881,0.6857,60.4,54.3,1.8
CI-02744,observatie,14.7,0.1,Ni/SiO2,228,20.3,56.9,5.1,57.1,151.8,0.747,0.826,0.7392,60.6,53.5,1.9
CI-02745,observatie,16.9,12.9,Pt/Al2O3,292,20.1,61.9,1.27,47.4,145.8,0.829,0.837,0.6421,54.2,52.0,2.14
CI-02746,observatie,6.3,1.8,Pd/C,221,18.3,60.3,9.56,50.0,162.1,0.751,0.902,0.7765,68.8,53.6,1.89
CI-02747,observatie,19.6,5.6,Pt/Al2O3,234,22.6,65.2,8.52,45.2,162.5,0.76,0.883,0.7985,70.9,53.0,1.95
CI-02748,observatie,35.9,10.9,Ni/SiO2,251,31.3,81.3,7.82,59.1,159.5,0.83,0.811,0.7862,64.4,53.4,2.16
CI-02749,observatie,15.5,12.1,Ni/SiO2,232,22.1,64.3,5.42,62.0,151.6,0.787,0.793,0.6966,55.8,52.3,1.08
CI-02750,observatie,19.7,10.5,Pd/C,244,22.9,58.7,5.17,51.3,156.9,0.81,0.922,0.6954,62.7,53.4,1.52
CI-02751,observatie,14.6,15.1,Pd/C,266,18.7,72.4,5.36,51.0,150.4,0.784,0.883,0.7166,63.8,53.0,1.83
CI-02752,observatie,4.7,10.5,Pd/C,255,19.3,54.4,9.1,51.6,160.1,0.794,0.93,0.7803,72.8,58.8,1.84
CI-02753,observatie,20.6,8.3,Pd/C,226,24.1,63.9,7.02,51.6,161.5,0.735,0.91,0.7704,68.1,54.3,2.25
CI-02754,observatie,20.8,15.3,Pt/Al2O3,263,22.6,63.4,6.43,44.7,156.6,0.821,0.85,0.7651,64.9,56.4,2.26
CI-02755,do(druk=8),15.1,5.3,Pd/C,228,21.1,65.6,8.0,50.4,162.0,0.77,0.902,0.7748,70.1,54.6,2.0
CI-02756,observatie,27.7,1.0,Pd/C,207,26.2,70.3,3.57,54.8,156.2,0.779,0.895,0.7012,62.1,47.7,1.55
CI-02757,observatie,27.5,12.6,Pd/C,257,26.6,65.7,4.84,50.7,152.8,0.821,0.893,0.7575,69.0,53.6,1.43
CI-02758,observatie,30.8,17.9,Pd/C,290,25.7,69.7,1.13,48.1,147.7,0.79,0.895,0.6601,59.3,54.2,2.1
CI-02759,observatie,17.7,12.8,Pt/Al2O3,279,22.3,65.2,1.0,45.7,148.7,0.771,0.848,0.674,56.5,52.5,1.83
CI-02760,observatie,18.3,0.9,Pt/Al2O3,212,21.4,60.0,8.65,46.1,161.4,0.742,0.863,0.8037,69.9,52.2,1.88
CI-02761,observatie,25.8,7.8,Ni/SiO2,243,26.2,71.7,5.97,61.1,154.1,0.793,0.789,0.7339,58.0,52.2,1.62
CI-02762,observatie,33.0,6.2,Pd/C,251,27.1,73.3,2.73,52.5,155.0,0.816,0.891,0.7228,63.9,51.5,1.78
CI-02763,observatie,26.9,8.3,Pd/C,227,26.1,68.4,7.69,47.8,162.1,0.786,0.91,0.7707,70.5,52.3,1.63
CI-02764,observatie,16.6,14.5,Ni/SiO2,269,22.0,63.5,9.54,63.1,154.2,0.872,0.818,0.7601,61.3,49.8,1.44
CI-02765,observatie,7.0,19.5,Pd/C,330,17.7,63.7,1.35,48.7,146.8,0.87,0.91,0.6816,63.4,57.4,1.79
CI-02766,observatie,18.5,19.7,Ni/SiO2,275,22.7,55.2,1.4,58.1,143.4,0.818,0.779,0.627,47.9,51.9,1.37
CI-02767,observatie,13.6,19.9,Pt/Al2O3,322,21.0,61.1,3.33,44.1,145.8,0.795,0.858,0.7106,60.9,55.2,1.69
CI-02768,observatie,28.9,5.8,Pt/Al2O3,250,25.8,81.0,8.7,41.7,165.0,0.769,0.878,0.831,73.5,55.7,1.57
CI-02769,observatie,29.6,18.1,Pd/C,288,26.5,75.2,7.3,51.4,162.7,0.763,0.946,0.7927,75.1,56.4,2.1
CI-02770,observatie,33.7,7.0,Ni/SiO2,265,26.6,77.7,5.92,59.6,153.4,0.755,0.814,0.6988,58.9,54.0,2.02
CI-02771,observatie,12.8,6.0,Ni/SiO2,222,22.2,63.6,3.24,58.2,145.6,0.772,0.799,0.6312,51.1,47.2,1.78
CI-02772,observatie,33.3,14.3,Pt/Al2O3,292,27.2,76.4,2.7,45.4,151.3,0.73,0.837,0.7221,61.4,55.0,1.67
CI-02773,observatie,21.5,20.0,Pd/C,299,22.4,64.9,9.01,50.9,160.3,0.789,0.91,0.7875,71.4,55.6,1.85
CI-02774,observatie,26.7,13.4,Pt/Al2O3,247,25.3,67.7,5.62,48.0,156.9,0.723,0.848,0.733,63.1,52.4,1.89
CI-02775,observatie,33.1,15.7,Ni/SiO2,266,29.2,73.8,1.22,54.4,151.1,0.819,0.817,0.6775,55.6,53.7,1.93
CI-02776,observatie,31.3,18.1,Pt/Al2O3,286,25.8,73.7,1.45,45.6,151.8,0.816,0.854,0.6931,59.0,54.8,2.14
CI-02777,observatie,23.7,14.9,Pd/C,244,26.1,68.8,1.89,50.8,146.8,0.818,0.886,0.6691,58.7,51.9,1.36
CI-02778,observatie,29.1,10.6,Ni/SiO2,242,26.5,64.7,4.5,59.7,152.3,0.748,0.814,0.716,57.4,50.1,1.6
CI-02779,observatie,21.8,2.8,Pd/C,231,24.8,74.7,2.27,50.1,148.7,0.794,0.938,0.7146,65.9,46.9,1.9
CI-02780,do(druk=8),11.3,16.1,Pt/Al2O3,278,20.5,57.2,8.0,46.5,158.6,0.773,0.82,0.7735,63.2,49.2,1.69
CI-02781,observatie,14.5,3.7,Pt/Al2O3,237,21.8,59.1,8.37,48.5,157.6,0.818,0.85,0.7984,69.3,57.0,1.69
CI-02782,observatie,17.5,15.8,Pd/C,313,23.1,70.2,5.57,50.9,154.2,0.83,0.861,0.713,61.1,58.2,2.01
CI-02783,observatie,16.7,6.9,Pd/C,290,21.3,52.8,8.16,51.7,162.4,0.782,0.891,0.7588,67.4,54.4,1.54
CI-02784,observatie,26.2,6.9,Pt/Al2O3,228,25.2,65.5,3.19,48.0,150.7,0.737,0.838,0.7244,61.6,52.8,1.67
CI-02785,observatie,25.3,13.7,Pt/Al2O3,282,24.4,66.3,5.5,42.1,157.6,0.79,0.845,0.7688,65.3,54.9,1.51
CI-02786,observatie,19.7,1.8,Ni/SiO2,223,20.4,59.7,5.48,60.8,149.5,0.769,0.852,0.7136,61.2,50.8,1.69
CI-02787,observatie,14.1,18.0,Ni/SiO2,278,22.3,63.9,6.2,59.5,151.9,0.775,0.786,0.7079,55.7,54.0,1.63
CI-02788,observatie,24.2,1.2,Pt/Al2O3,188,24.9,69.2,6.04,47.5,156.3,0.728,0.869,0.7303,64.6,51.7,1.77
CI-02789,observatie,26.2,4.7,Pt/Al2O3,239,25.4,74.5,4.17,44.8,156.1,0.791,0.85,0.7192,62.3,53.0,1.42
CI-02790,observatie,12.8,15.9,Pd/C,289,21.1,63.2,8.27,50.4,162.3,0.817,0.883,0.7922,68.7,58.3,1.13
CI-02791,observatie,30.8,8.5,Ni/SiO2,228,27.1,72.2,6.02,59.4,155.7,0.797,0.807,0.7292,60.2,52.5,2.0
CI-02792,observatie,14.9,3.8,Pt/Al2O3,198,21.4,69.9,7.36,44.2,159.5,0.736,0.831,0.8188,68.3,51.4,2.01
CI-02793,observatie,5.3,19.9,Pd/C,293,15.9,58.3,8.52,54.5,155.7,0.844,0.901,0.7802,70.0,55.5,2.19
CI-02794,observatie,19.9,3.5,Pd/C,201,23.0,63.0,3.77,51.7,153.9,0.782,0.902,0.7135,64.7,47.6,1.54
CI-02795,observatie,11.9,14.4,Pt/Al2O3,297,20.0,56.0,6.62,43.5,155.2,0.786,0.818,0.7881,63.0,56.4,1.46
CI-02796,observatie,40.7,10.9,Pt/Al2O3,270,31.1,78.0,5.98,47.8,164.6,0.741,0.853,0.7678,66.2,55.3,1.8
CI-02797,observatie,12.9,8.8,Pt/Al2O3,261,19.4,64.7,3.62,50.0,150.4,0.753,0.827,0.7164,57.9,56.6,1.75
CI-02798,observatie,32.0,2.4,Pd/C,227,27.8,93.7,7.04,49.0,161.0,0.768,0.936,0.7636,70.9,52.9,1.88
CI-02799,observatie,31.3,5.3,Pt/Al2O3,224,26.5,71.9,8.68,41.6,166.6,0.799,0.849,0.8093,68.2,53.9,1.88
CI-02800,observatie,10.9,0.6,Pd/C,174,20.8,67.8,3.94,50.9,147.7,0.667,0.89,0.6446,56.4,46.9,1.84
CI-02801,observatie,18.1,16.9,Ni/SiO2,279,20.8,58.1,3.88,57.7,146.8,0.782,0.805,0.6882,54.9,50.2,1.78
CI-02802,observatie,14.7,3.0,Pd/C,235,21.5,53.3,6.09,49.6,155.5,0.753,0.875,0.6896,58.8,55.3,1.67
CI-02803,observatie,26.7,14.3,Pd/C,253,26.5,69.6,5.89,50.0,156.0,0.87,0.902,0.7718,67.4,57.9,1.81
CI-02804,observatie,26.6,2.6,Pt/Al2O3,203,25.0,73.7,3.86,49.5,151.5,0.762,0.886,0.7156,63.8,50.9,1.73
CI-02805,observatie,29.2,15.4,Pd/C,303,26.9,81.1,6.15,49.9,162.5,0.871,0.902,0.7686,67.4,57.0,1.6
CI-02806,observatie,20.8,9.7,Ni/SiO2,248,23.8,62.9,2.47,58.7,145.2,0.815,0.785,0.6949,55.7,50.6,1.92
CI-02807,observatie,14.6,6.3,Ni/SiO2,265,19.8,62.8,4.53,58.5,149.3,0.801,0.791,0.7496,58.7,54.6,1.88
CI-02808,observatie,18.4,0.1,Pt/Al2O3,182,23.3,62.7,6.74,45.5,158.0,0.728,0.882,0.7691,69.9,50.7,1.54
CI-02809,observatie,26.9,3.3,Pt/Al2O3,188,26.1,65.5,3.05,45.0,155.3,0.765,0.863,0.7269,62.6,50.1,2.01
CI-02810,observatie,10.9,0.0,Pd/C,211,18.4,59.1,1.83,47.5,146.7,0.768,0.87,0.6478,56.1,49.5,1.73
CI-02811,observatie,24.4,13.4,Ni/SiO2,284,25.2,67.2,9.48,60.4,162.8,0.781,0.779,0.8176,64.6,57.1,1.76
CI-02812,observatie,15.8,2.2,Pt/Al2O3,253,21.9,61.4,8.21,44.7,161.7,0.77,0.891,0.7892,71.7,57.7,1.82
CI-02813,observatie,20.0,10.8,Ni/SiO2,273,25.1,63.2,2.85,61.5,148.7,0.773,0.806,0.676,53.9,55.2,1.84
CI-02814,observatie,10.3,5.7,Pt/Al2O3,245,19.4,54.6,7.26,41.5,157.9,0.737,0.881,0.7663,67.7,51.3,0.92
CI-02815,observatie,17.0,17.2,Ni/SiO2,292,21.7,67.9,5.57,59.1,153.9,0.803,0.821,0.7616,63.3,55.9,1.98
CI-02816,observatie,26.8,11.4,Pt/Al2O3,274,25.8,76.9,4.2,46.6,157.0,0.804,0.856,0.761,66.4,54.4,1.88
CI-02817,observatie,19.4,2.8,Pt/Al2O3,236,22.5,70.2,3.82,45.2,153.5,0.748,0.824,0.7139,60.6,52.4,1.89
CI-02818,observatie,21.6,2.3,Pt/Al2O3,206,26.2,63.0,9.23,43.7,167.5,0.75,0.897,0.8056,71.6,53.1,1.6
CI-02819,observatie,28.2,6.9,Ni/SiO2,247,26.6,76.8,5.77,60.0,150.9,0.787,0.808,0.7051,57.5,50.1,1.99
CI-02820,observatie,23.3,0.6,Pd/C,247,24.5,67.9,5.13,49.5,156.0,0.824,0.905,0.7034,63.0,52.4,1.5
CI-02821,observatie,8.0,10.5,Pt/Al2O3,282,18.8,53.5,8.67,43.2,160.1,0.802,0.879,0.8148,71.0,52.6,1.03
CI-02822,observatie,13.0,16.9,Pd/C,283,19.3,55.3,9.17,48.6,159.8,0.776,0.907,0.7625,69.0,55.6,1.64
CI-02823,observatie,4.9,10.8,Pt/Al2O3,265,17.4,53.1,6.47,46.6,152.3,0.806,0.824,0.7252,58.7,57.0,1.41
CI-02824,observatie,16.1,11.2,Pt/Al2O3,249,20.1,65.3,1.37,47.1,144.2,0.788,0.852,0.6838,58.9,52.8,2.19
CI-02825,observatie,20.0,18.8,Pt/Al2O3,319,22.2,66.3,9.18,43.3,163.7,0.774,0.869,0.8332,72.4,59.8,2.08
CI-02826,observatie,11.2,9.8,Pt/Al2O3,243,19.9,63.8,7.66,42.9,162.6,0.742,0.843,0.7685,63.2,56.1,1.68
CI-02827,observatie,5.9,13.3,Pt/Al2O3,259,18.0,58.5,4.85,46.3,150.0,0.83,0.841,0.6934,58.6,50.8,1.74
CI-02828,observatie,15.6,16.4,Pd/C,300,19.3,64.7,4.18,52.3,148.0,0.833,0.908,0.7155,64.4,56.2,2.44
CI-02829,observatie,17.7,5.2,Pt/Al2O3,204,22.0,62.7,8.56,43.1,162.0,0.724,0.861,0.8185,72.5,55.9,1.65
CI-02830,observatie,3.0,14.3,Pt/Al2O3,301,14.9,51.0,6.12,46.4,152.8,0.818,0.868,0.7335,61.8,55.4,0.54
CI-02831,observatie,25.0,13.1,Pd/C,236,26.4,75.6,6.23,46.2,161.5,0.766,0.913,0.7617,71.5,56.2,1.43
CI-02832,observatie,27.9,3.7,Pt/Al2O3,182,27.1,67.3,5.6,45.3,160.7,0.731,0.865,0.7477,65.3,48.0,2.04
CI-02833,observatie,12.7,12.5,Pt/Al2O3,262,19.0,53.8,9.28,44.8,158.0,0.834,0.877,0.7738,67.7,55.3,1.04
CI-02834,observatie,23.2,2.3,Pt/Al2O3,178,24.8,63.2,1.36,45.8,147.4,0.745,0.872,0.6952,61.2,47.2,1.94
CI-02835,observatie,15.0,11.8,Pd/C,270,20.7,67.5,8.09,48.6,157.9,0.804,0.91,0.8323,76.5,55.5,1.78
CI-02836,observatie,15.9,2.8,Pt/Al2O3,196,18.9,63.5,7.42,47.9,158.3,0.705,0.851,0.7845,66.9,51.7,1.97
CI-02837,observatie,18.0,4.6,Ni/SiO2,251,19.8,56.9,4.9,60.6,150.0,0.786,0.824,0.6785,53.8,52.1,1.69
CI-02838,observatie,17.6,15.0,Ni/SiO2,238,21.5,61.3,1.69,61.6,145.0,0.831,0.798,0.6911,56.2,49.0,1.51
CI-02839,observatie,21.9,3.3,Pt/Al2O3,266,25.5,61.0,4.82,46.0,158.0,0.83,0.874,0.7753,66.9,53.3,1.43
CI-02840,observatie,15.9,14.4,Pd/C,272,21.1,65.5,3.0,51.4,149.6,0.815,0.886,0.6792,61.5,54.1,1.64
CI-02841,observatie,22.3,18.0,Pd/C,292,23.7,65.3,7.25,51.0,157.5,0.845,0.91,0.7689,71.1,51.4,1.27
CI-02842,observatie,17.4,19.8,Pd/C,308,22.2,65.5,6.97,54.1,156.8,0.749,0.899,0.7346,66.1,59.4,2.08
CI-02843,observatie,23.8,8.9,Pt/Al2O3,243,24.5,70.4,5.77,48.6,160.9,0.736,0.877,0.7243,64.4,50.8,1.74
CI-02844,observatie,20.4,15.1,Ni/SiO2,296,21.3,64.6,9.91,60.4,162.8,0.841,0.812,0.7853,63.2,55.6,2.23
CI-02845,observatie,18.1,9.7,Pt/Al2O3,255,21.1,58.6,2.43,46.3,148.2,0.801,0.829,0.7167,58.6,53.3,1.96
CI-02846,observatie,24.5,3.9,Pt/Al2O3,209,23.0,72.2,2.05,43.1,152.8,0.795,0.828,0.7206,59.6,49.7,1.37
CI-02847,observatie,23.9,4.7,Ni/SiO2,189,24.4,70.0,1.7,56.0,143.2,0.685,0.762,0.6573,50.3,48.0,2.76
CI-02848,observatie,13.8,4.0,Pd/C,233,20.4,58.0,1.6,51.1,146.9,0.748,0.959,0.6428,61.9,50.8,1.39
CI-02849,observatie,25.6,3.7,Pt/Al2O3,189,25.8,69.5,5.65,43.0,158.9,0.772,0.877,0.7667,67.0,53.0,1.94
CI-02850,observatie,24.7,3.1,Pd/C,242,23.9,74.5,9.74,48.6,167.3,0.743,0.919,0.8177,73.9,58.4,1.94
CI-02851,observatie,20.1,16.9,Pd/C,254,22.5,67.0,4.06,48.2,151.8,0.757,0.872,0.7209,64.2,52.4,1.77
CI-02852,observatie,13.9,2.2,Pd/C,231,20.0,58.0,1.56,51.0,145.8,0.824,0.876,0.7142,59.8,54.2,1.63
CI-02853,observatie,18.5,2.5,Pd/C,204,22.1,73.1,4.09,51.9,150.0,0.784,0.917,0.7227,65.2,49.5,1.81
CI-02854,do(druk=8),5.9,2.3,Pd/C,167,18.6,52.7,8.0,46.5,155.6,0.743,0.924,0.756,70.2,55.3,1.56
CI-02855,observatie,28.2,10.9,Ni/SiO2,288,23.8,80.0,3.59,59.1,149.2,0.795,0.837,0.7046,60.3,50.8,1.8
